reactions,metabolites,metabolitestotal,gpr,genes
RHACOAE50,R_3hptcoa_c,R_3hptcoa,protein_6552,protein_6552
RHACOAE60,R_3hhcoa_c,R_3hhcoa,protein_6552,protein_6552
RHACOAE70,R_3hhpcoa_c,R_3hhpcoa,protein_6552,protein_6552
RHACOAE80,R_3hocoa_c,R_3hocoa,protein_6552,protein_6552
RHACOAE90,R_3hnonacoa_c,R_3hnonacoa,protein_6552,protein_6552
RHACOAEP100,R_3hpdecacoa_c,R_3hpdecacoa,protein_6552,protein_6552
RHACOAEP101,R3hdec4coa_c,R3hdec4coa,protein_6552,protein_6552
RHACOAEP40,R_3hpbcoa_c,R_3hpbcoa,protein_6552,protein_6552
RHACOAEP50,R_3hpptcoa_c,R_3hpptcoa,protein_6552,protein_6552
RHACOAEP60,R_3hphxacoa_c,R_3hphxacoa,protein_6552,protein_6552
RHACOAEP70,R_3hphpcoa_c,R_3hphpcoa,protein_6552,protein_6552
RHACOAEP80,R_3hpoctacoa_c,R_3hpoctacoa,protein_6552,protein_6552
RHACOAEP90,R_3hpnonacoa_c,R_3hpnonacoa,protein_6552,protein_6552
RHACOAET40,R_3h4atbcoa_c,R_3h4atbcoa,protein_6552,protein_6552
RHACOAET60,R_3h6athcoa_c,R_3h6athcoa,protein_6552,protein_6552
RHACOAR100,3odcoa_c,3odcoa,protein_4184,protein_4184
RHACOAR101,3odec4coa_c,3odec4coa,protein_4184,protein_4184
RHACOAR120,3oddcoa_c,3oddcoa,protein_4184,protein_4184
RHACOAR121d5,3oddccoa_c,3oddccoa,protein_4184,protein_4184
RHACOAR121d6,3odd6coa_c,3odd6coa,protein_4184,protein_4184
RHACOAR140,3otdcoa_c,3otdcoa,protein_4184,protein_4184
RHACOAR141d5,3odd5coa_c,3odd5coa,protein_4184,protein_4184
RHACOAR141d7,3otdccoa_c,3otdccoa,protein_4184,protein_4184
RHACOAR142,3ohd58coa_c,3ohd58coa,protein_4184,protein_4184
RHACOAR60,3ohcoa_c,3ohcoa,protein_4184,protein_4184
RHACOAR70,3ohpcoa_c,3ohpcoa,protein_4184,protein_4184
RHACOAR80,3oocoa_c,3oocoa,protein_4184,protein_4184
RHACOAR90,3ononacoa_c,3ononacoa,protein_4184,protein_4184
RHACOARP100,3opdecacoa_c,3opdecacoa,protein_4184,protein_4184
RHACOARP40,3opbcoa_c,3opbcoa,protein_4184,protein_4184
RHACOARP50,3opptcoa_c,3opptcoa,protein_4184,protein_4184
RHACOARP60,3ophxacoa_c,3ophxacoa,protein_4184,protein_4184
RHACOARP70,3ophpcoa_c,3ophpcoa,protein_4184,protein_4184
RHACOARP80,3opoctacoa_c,3opoctacoa,protein_4184,protein_4184
RHACOARP90,3opnonacoa_c,3opnonacoa,protein_4184,protein_4184
RHACOART60,3o6athcoa_c,3o6athcoa,protein_4184,protein_4184
RIBFLVt2,ribflv_e,ribflv,protein_4619,protein_4619
RIBabc_num1,rib__D_e,rib__D,protein_5698,protein_5698
RIBabc1,rib__D_c,rib__D,protein_2004 and protein_5702 and protein_982,protein_982
RIBabc1,rib__D_c,rib__D,protein_2004 and protein_5702 and protein_982,protein_2004
RIBabc1,rib__D_c,rib__D,protein_2004 and protein_5702 and protein_982,protein_5702
RIBabcpp_num1,rib__D_p,rib__D,protein_2004,protein_2004
RMNabc,rmn_e,rmn,protein_259 and protein_6149 and protein_6150 and protein_826 and protein_828,protein_259
RMNabc,rmn_e,rmn,protein_259 and protein_6149 and protein_6150 and protein_826 and protein_828,protein_6150
RMNabc,rmn_e,rmn,protein_259 and protein_6149 and protein_6150 and protein_826 and protein_828,protein_6149
RMNabc,rmn_e,rmn,protein_259 and protein_6149 and protein_6150 and protein_826 and protein_828,protein_828
RMNabc,rmn_e,rmn,protein_259 and protein_6149 and protein_6150 and protein_826 and protein_828,protein_826
RNDR1_num1,trdrd_c,trdrd,protein_1343,protein_1343
RNDR1b_num1,grxrd_c,grxrd,protein_1343,protein_1343
RNDR2_num1,trdrd_c,trdrd,protein_1343,protein_1343
RNDR2b_num1,grxrd_c,grxrd,protein_1343,protein_1343
RNDR3_num1,trdrd_c,trdrd,protein_1343,protein_1343
RNDR3b_num1,grxrd_c,grxrd,protein_1343,protein_1343
RNDR4_num1,trdrd_c,trdrd,protein_1343,protein_1343
RNDR4b_num1,grxrd_c,grxrd,protein_1343,protein_1343
RNTR1,trdrd_c,trdrd,protein_8215,protein_8215
RNTR2,trdrd_c,trdrd,protein_8215,protein_8215
RNTR3,trdrd_c,trdrd,protein_8215,protein_8215
RNTR4,trdrd_c,trdrd,protein_8215,protein_8215
Rbtt2,rbt_e,rbt,protein_2434,protein_2434
S6PG,salcn6p_c,salcn6p,protein_5105,protein_5105
SALCHS4FEabcpp,salchs4fe_p,salchs4fe,protein_419 and protein_5005 and protein_5008,protein_419
SALCHS4FEabcpp,salchs4fe_p,salchs4fe,protein_419 and protein_5005 and protein_5008,protein_5005
SALCHS4FEabcpp,salchs4fe_p,salchs4fe,protein_419 and protein_5005 and protein_5008,protein_5008
SALCHS4abcpp,salchs4_c,salchs4,protein_7163,protein_7163
SALCOD,salc_c,salc,protein_2486,protein_2486
SALCpts_num1,pep_c,pep,protein_6300,protein_6300
SALCpts_num1,salcn_e,salcn,protein_6300,protein_6300
SAMU3,amet_c,amet,protein_6738,protein_6738
SAMU3,uppg3_c,uppg3,protein_6738,protein_6738
SAOR,diact_c,diact,protein_4184,protein_4184
SARCOX_num1,sarcs_c,sarcs,protein_3229,protein_3229
SARCOX2,sarcs_c,sarcs,protein_4052 and protein_6446,protein_6446
SARCOX2,sarcs_c,sarcs,protein_4052 and protein_6446,protein_4052
SARCOX2,thf_c,thf,protein_4052 and protein_6446,protein_6446
SARCOX2,thf_c,thf,protein_4052 and protein_6446,protein_4052
SBP,s17bp_c,s17bp,protein_973,protein_973
SBTD_D2_num1,sbt__D_c,sbt__D,protein_2079,protein_2079
SBTpts,pep_c,pep,protein_8188,protein_8188
SBTpts,sbt__D_e,sbt__D,protein_8188,protein_8188
SBTptspp,pep_c,pep,protein_8188,protein_8188
SBTptspp,sbt__D_p,sbt__D,protein_8188,protein_8188
SBTt2,sbt__D_e,sbt__D,protein_8122,protein_8122
SDPDS_num1,sl26da_c,sl26da,protein_1047,protein_1047
SDPTA_num1,akg_c,akg,protein_2397,protein_2397
SDPTA_num1,sl26da_c,sl26da,protein_2397,protein_2397
SEAHCYSHYD_num1,seahcys_c,seahcys,protein_4003,protein_4003
SEAHCYSHYD_1,seahcys_c,seahcys,protein_4761,protein_4761
SELADT,sel_c,sel,protein_1562 and protein_1563,protein_1563
SELADT,sel_c,sel,protein_1562 and protein_1563,protein_1562
SELCYSLY3_num1,selcys_c,selcys,protein_165,protein_165
SELR_num1,mql8_c,mql8,protein_2620,protein_2620
SELR_num1,sel_c,sel,protein_2620,protein_2620
SELabcpp_num1,sel_p,sel,protein_6129,protein_6129
SELtpp,sel_p,sel,protein_566 and protein_6958,protein_6958
SELtpp,sel_p,sel,protein_566 and protein_6958,protein_566
SEPHCHCS,akg_c,akg,protein_7700,protein_7700
SEPHCHCS,ichor_c,ichor,protein_7700,protein_7700
SERASr,ser__L_c,ser__L,protein_1362,protein_1362
SERGLUGLNtr_num1,serglugly_e,serglugly,protein_4611,protein_4611
SERabc_num1,ser__L_e,ser__L,protein_2043,protein_2043
SERabcpp,ser__L_p,ser__L,protein_2630 and protein_2631,protein_2630
SERabcpp,ser__L_p,ser__L,protein_2630 and protein_2631,protein_2631
SERt2r,ser__L_e,ser__L,protein_6540,protein_6540
SHCHCS2,ichor_c,ichor,protein_7700,protein_7700
SHCHCS2,ssaltpp_c,ssaltpp,protein_7700,protein_7700
SHCHD2,dscl_c,dscl,protein_6738,protein_6738
SHCHF_num1,scl_c,scl,protein_1561,protein_1561
