reactions,data_type,kcat,MW,kcat_MW
ACOTA_reverse_num2,DLkcat,12.52,30171.23999999997,1493.8729730697196
LDAPAT,DLkcat,12.52,37788.049999999945,1192.7580280009174
ADPT_num1,DLkcat,12.51,16156.334999999988,2787.5133809740905
FADE281_num2,DLkcat,12.51,29834.37999999997,1509.5336320044207
CITACt_reverse,DLkcat,12.51,25151.179999999964,1790.6118122489706
ALCD2x_num1,DLkcat,12.51,32323.839999999924,1393.2750564289424
MSO3abcpp_num6,DLkcat,12.51,60336.88499999983,746.4090995085365
GGGABADxr,DLkcat,12.51,37569.41999999988,1198.7408908628386
ACOAD4f_reverse_num2,DLkcat,12.51,20537.54499999997,2192.8619024328405
DHPS2_num4,DLkcat,12.51,50737.0199999998,887.6358918990547
ACOAD5f_num4,DLkcat,12.51,45496.90999999988,989.8694219014021
2AGPEAT180_num1,DLkcat,12.48,28507.144999999975,1576.0259401634237
HACD1_reverse_num1,DLkcat,12.48,27655.574999999975,1624.5549043908882
RNDR2_num4,DLkcat,12.48,6840.030000000001,6568.392243893666
HMEDR_num2,DLkcat,12.48,7779.349999999995,5775.289709294482
ECOAH4_reverse_num4,DLkcat,12.47,41138.68499999984,1091.2356581159602
ACOAD7_num2,DLkcat,12.47,40475.56499999986,1109.1136096556072
PPNDH,DLkcat,12.47,25096.604999999963,1788.767843299923
RHACOAR121d5,DLkcat,12.47,96481.7349999996,465.2901401493266
FACOAL160_num4,DLkcat,12.47,13252.37,3387.4695620481466
ACLSb_num1,DLkcat,12.47,9376.754999999996,4787.583764319322
FADE51_num1,DLkcat,12.44,43965.959999999825,1018.6062126244981
GTHRDt2_1_num2,DLkcat,12.44,48697.199999999815,919.6421970873104
RNDR3_num4,DLkcat,12.44,12008.900000000001,3729.2341513377573
PDH_num10,DLkcat,12.44,11806.480000000001,3793.1712076757844
FACOAL50i,DLkcat,12.44,45750.1799999999,978.8813945650072
NO3R2pp_num2,DLkcat,12.44,42346.92999999992,1057.5500986730344
LCYSTabcpp_num2,DLkcat,12.44,33056.464999999946,1354.772810704353
ALLabcpp,DLkcat,12.44,123885.71999999983,361.4944482705518
FADE282,DLkcat,12.44,19787.369999999974,2263.2618685555512
CYP2,DLkcat,12.44,34722.75999999994,1289.7592242091378
TKT1_num6,DLkcat,12.44,26351.384999999966,1699.4932144932823
ACNAMt2pp_num1,DLkcat,12.44,34323.13999999994,1304.7757285609673
LYSabcpp_num2,DLkcat,12.4,48697.199999999815,916.6851482220778
AHSERL,DLkcat,12.4,23564.63999999998,1894.3637585806546
CHLt2_num2,DLkcat,12.4,41852.04499999984,1066.6145465532252
PGP180abcpp_num2,DLkcat,12.37,31175.654999999955,1428.4222737260873
NMO,DLkcat,12.37,89779.26499999988,496.0165356666716
ALCD2y_num4,DLkcat,12.37,35199.239999999954,1265.1409519069177
ASPK_reverse_num1,DLkcat,12.37,33540.12499999996,1327.7231375852073
CYTB_B3,DLkcat,12.37,9321.22,4777.486208886819
HISabc_num3,DLkcat,12.37,11336.130000000001,3928.324745746564
ADNK4,DLkcat,12.37,18746.609999999986,2375.4694848828685
PACt3_reverse,DLkcat,12.37,33955.54999999992,1311.4792721661142
TYRabc_num1,DLkcat,12.35,30419.24499999995,1461.5747366510927
AACPS7_num1,DLkcat,12.35,28507.144999999975,1559.6090032867212
GLUabcpp_num3,DLkcat,12.35,25050.01499999998,1774.849236617225
ALAALAabcpp_num1,DLkcat,12.34,12856.535000000007,3455.3633619011634
RECOAH16_reverse,DLkcat,12.34,51903.3199999998,855.8990060751445
FACOAL1821_num3,DLkcat,12.34,49918.88999999988,889.9236341192703
BGLA,DLkcat,12.34,24597.909999999978,1806.007095724801
XYLOS2,DLkcat,12.33,24597.909999999978,1804.5435567493353
ACOAD1fr_num1,DLkcat,12.33,20537.54499999997,2161.3099326136626
GPDDA2_num3,DLkcat,12.33,7306.090000000001,6075.479497241342
THZPSN_num9,DLkcat,12.32,39460.839999999946,1123.9497182523246
ACS_num3,DLkcat,12.32,41550.22999999983,1067.4309143415135
PSERT_num2,DLkcat,12.32,20481.809999999994,2165.433621344989
ACACT10_num1,DLkcat,12.3,41061.154999999875,1078.3914870392744
4HPTNCOAL,DLkcat,12.3,16179.259999999993,2736.8371606612427
IGPS_num1,DLkcat,12.29,32560.39499999996,1358.828724282984
FACOALP100t2pp_num1,DLkcat,12.29,45750.1799999999,967.0781623154292
BETALDHx_num3,DLkcat,12.29,11275.885,3923.7718369777626
MPL_num2,DLkcat,12.29,16031.819999999994,2759.761524268612
ACACT8r_num1,DLkcat,12.29,52175.83999999977,847.978681320707
UREA_num2,DLkcat,12.29,21641.329999999976,2044.421484261829
O2XOADOX,DLkcat,12.29,12961.614999999998,3413.463522871186
ASNS2,DLkcat,12.29,18679.72999999998,2368.5567189675676
DLYSabcpp_num3,DLkcat,12.29,73576.03999999975,601.3370657078059
HACD1_num1,DLkcat,12.29,27655.574999999975,1599.822097352886
KAT26_num2,DLkcat,12.29,42423.414999999906,1042.9146262741954
XAND_num6,DLkcat,12.28,37851.144999999946,1167.9435324875922
ANPRT_num1,DLkcat,12.28,48228.209999999875,916.6419404742601
XAND_num5,DLkcat,12.28,17581.59999999999,2514.446921781864
GLYBACT1r_reverse_num1,DLkcat,12.28,43965.959999999825,1005.5051680891348
HYD3pp_num1,DLkcat,12.28,39091.17999999989,1130.8944882195965
FRD3_num5,DLkcat,12.25,27863.644999999964,1582.7075029128478
UREAabcpp_num1,DLkcat,12.25,54233.7799999998,813.1463453220513
SSALx_num2,DLkcat,12.25,44687.024999999885,986.8636365925033
PPDK,DLkcat,12.23,66599.4299999997,661.0867390306523
ANPRT_num3,DLkcat,12.23,32560.39499999996,1352.1948981270052
G6PP_num2,DLkcat,12.22,71843.43999999987,612.3314807865559
VCACT_reverse_num1,DLkcat,12.22,52175.83999999977,843.1488597021187
PPOR_num1,DLkcat,12.22,28235.899999999947,1558.0165675611574
GTMLT_num2,DLkcat,12.2,63974.60999999981,686.5223562910369
ACLS_num2,DLkcat,12.2,61767.47499999989,711.0538353720964
PDXPP_num2,DLkcat,12.2,42099.07999999986,1043.2532017326778
FALDH2_num2,DLkcat,12.18,10386.869999999997,4221.483469033502
FCLT2,DLkcat,12.18,17317.21,2532.0475988915073
SHSL1_num3,DLkcat,12.17,16385.824999999997,2673.774436136112
FACOAL90i,DLkcat,12.17,45750.1799999999,957.6355765157666
FDH_num3,DLkcat,12.17,45367.60999999985,965.7109995435102
PA161abcpp_num1,DLkcat,12.17,35748.04999999989,1225.5773391835398
ADNK3,DLkcat,12.17,18746.609999999986,2337.0625409073978
ILEabcpp_num2,DLkcat,12.17,54233.7799999998,807.8360018423971
ACOAD23f,DLkcat,12.17,45496.90999999988,962.9664959664319
LYSDC,DLkcat,12.17,6446.349999999997,6796.404166698988
TKT1_num3,DLkcat,12.17,18903.699999999997,2317.641519914091
FACOAL160_num2,DLkcat,12.17,15875.899999999987,2759.6545707644946
ANPRT_num2,DLkcat,12.16,21204.794999999966,2064.438727184114
VCACT_reverse_num5,DLkcat,12.16,42423.414999999906,1031.8829825463154
TKT2_num2,DLkcat,12.16,26351.384999999966,1661.2409556461664
KAT16,DLkcat,12.16,42423.414999999906,1031.8829825463154
ACACT5r_num2,DLkcat,12.16,52175.83999999977,839.0090126004717
DAAD2_num1,DLkcat,12.16,15728.96499999999,2783.1456170193037
GLNS_num3,DLkcat,12.16,46515.79499999984,941.0996845265173
ANS_num1,DLkcat,12.16,20532.66499999998,2132.017446347079
ACHBS_num1,DLkcat,12.14,38754.099999999926,1127.7258406207366
3NUCLE2,DLkcat,12.14,21899.249999999975,1995.6847837254725
FOLD3_num4,DLkcat,12.14,50737.0199999998,861.38287191483
FDMO_num1,DLkcat,12.14,21695.49999999999,2014.4269548984823
ECOAH2_reverse_num3,DLkcat,12.13,45435.804999999826,961.0922487232298
ACSPHACP90,DLkcat,12.13,45750.1799999999,954.4880479158792
ACCOAC_num11,DLkcat,12.13,13496.430000000002,3235.522282559165
GPDDA4_num2,DLkcat,12.13,7306.090000000001,5976.931573522909
SULFACabcpp_num5,DLkcat,12.13,33056.464999999946,1321.012395003521
ACACT5r_num3,DLkcat,12.12,41061.154999999875,1062.6101482045533
METSRabc_num1,DLkcat,12.12,34774.15999999992,1254.7247726472788
THZPSN_num6,DLkcat,12.1,39460.839999999946,1103.8791875692473
IPDPS_num3,DLkcat,12.1,7779.349999999995,5599.4395418640415
PDH_num5,DLkcat,12.1,23686.58999999999,1839.0152402688618
AGPR_num1,DLkcat,12.1,49021.14999999988,888.5960447684338
RIBabcpp_num9,DLkcat,12.1,4192.085,10391.01067845714
SDPTA_num3,DLkcat,12.07,14769.989999999994,2941.911267373913
FRD3_num6,DLkcat,12.07,13956.619999999997,3113.3612579550067
ORN5O,DLkcat,12.07,30705.684999999947,1415.1125434915416
BSCT_reverse,DLkcat,12.07,29316.389999999978,1482.1743059087437
DHPS2_num2,DLkcat,12.07,53160.914999999906,817.3674211589488
ACACCT_num2,DLkcat,12.07,54512.95999999982,797.0948559755358
RHACOARP60_reverse,DLkcat,12.07,96481.7349999996,450.3650354131814
RECOAH26_reverse,DLkcat,12.07,51903.3199999998,837.1718803344404
2AGPEAT141_num2,DLkcat,12.07,18083.639999999974,2402.8348275015464
3PEPTabcpp_num4,DLkcat,12.07,41955.37999999989,1035.6717064652998
FAO1,DLkcat,12.05,27655.574999999975,1568.5806568838304
FDMOtau,DLkcat,12.05,21695.49999999999,1999.4929824157093
BUTSO3abcpp_num5,DLkcat,12.05,33056.464999999946,1312.300029661371
FRTT_num3,DLkcat,12.05,23874.404999999973,1817.0086333041618
MTHFC_num1,DLkcat,12.05,40060.434999999954,1082.8639279628403
ALATA_L_reverse_num1,DLkcat,12.03,27743.794999999976,1560.9976933581017
METabcpp_num1,DLkcat,11.99,26718.549999999992,1615.5068295248063
RNDR3b_num2,DLkcat,11.99,30439.059999999943,1418.0464179905714
G3PD6_num1,DLkcat,11.99,26656.599999999948,1619.2612711298548
TRPS1_num3,DLkcat,11.99,15186.175000000003,2842.3220462032073
AHSERL2_1,DLkcat,11.99,69171.75999999973,624.0118799926468
ACOAD6f_num4,DLkcat,11.99,45496.90999999988,948.7237704714477
ACKr_reverse,DLkcat,11.99,34385.08999999992,1255.311531829642
HVCD_num1,DLkcat,11.99,27655.574999999975,1560.7702967665666
TKT1_reverse_num1,DLkcat,11.99,46651.2899999998,925.2477262686667
URAt2_num3,DLkcat,11.99,35531.789999999935,1214.79947956464
ACOAD2f_num1,DLkcat,11.98,23767.039999999957,1814.6138517880256
LEUTA_num1,DLkcat,11.98,51356.664999999804,839.7741558958348
RIBabcpp_num8,DLkcat,11.98,31713.829999999944,1359.911432961584
IPMD_num1,DLkcat,11.94,11919.355,3606.2354045164357
PROt2rpp_num1,DLkcat,11.94,37649.47499999992,1141.6892267422081
DAAD4_num1,DLkcat,11.94,15728.96499999999,2732.792653553494
G2PP,DLkcat,11.94,13651.385000000002,3148.6915063929405
TAURabcpp_num4,DLkcat,11.94,60336.88499999983,712.4000518091069
CYSS_num1,DLkcat,11.93,23564.63999999998,1822.5612612796135
5APTNabcpp,DLkcat,11.92,36943.99999999987,1161.5417929839798
TRPTA_num1,DLkcat,11.92,33556.764999999905,1278.7883456584723
METSOXR2_num1,DLkcat,11.92,45361.204999999834,946.0066151240947
ETHSO3abcpp_num5,DLkcat,11.92,33056.464999999946,1298.1424359803768
HVCD_reverse_num3,DLkcat,11.92,33730.06999999995,1272.2179349168284
OIVD1r_reverse_num6,DLkcat,11.92,11806.480000000001,3634.6142118565394
NO3R2pp_num3,DLkcat,11.9,31463.809999999954,1361.564286079787
ACCOAC_num2,DLkcat,11.9,43110.94499999989,993.715169082935
NMNAT,DLkcat,11.9,9071.350000000002,4722.560589107464
ECOAH9ir_num5,DLkcat,11.9,83523.32999999975,512.9105843840293
ALDD2x_num5,DLkcat,11.9,45367.60999999985,944.286022561033
ACACT4r_num2,DLkcat,11.89,41061.154999999875,1042.4451041379652
MALTabc_num5,DLkcat,11.89,16577.099999999995,2582.116292958359
ILEabcpp_num1,DLkcat,11.89,41403.18999999991,1033.833383369738
METS_num5,DLkcat,11.89,26278.98499999997,1628.8300328190014
KAT19_num2,DLkcat,11.89,42423.414999999906,1008.9711071114878
RIBabcpp_num4,DLkcat,11.89,123885.71999999983,345.5119766830274
HVCD_num3,DLkcat,11.89,33730.06999999995,1269.016044141031
RIBabcpp_num5,DLkcat,11.89,123885.71999999983,345.5119766830274
HISabcpp_num3,DLkcat,11.88,13396.135000000002,3192.5626309379527
AMPTASEGGLU,DLkcat,11.88,22283.799999999974,1919.2417810247825
ALCD2ir_num5,DLkcat,11.88,13540.93,3158.42412596476
HPYRRx_num1,DLkcat,11.88,22533.074999999953,1898.0099254096517
ACACT10_num4,DLkcat,11.87,42423.414999999906,1007.2739311533524
THZPSN_num2,DLkcat,11.87,39460.839999999946,1082.8963600369393
FACOAL180_num6,DLkcat,11.86,45750.1799999999,933.2422298666387
CHLabcpp_num2,DLkcat,11.86,33056.464999999946,1291.6081619737643
FACOAL161_num3,DLkcat,11.86,49918.88999999988,855.3074797937234
ADPRDP_num2,DLkcat,11.86,31460.089999999982,1357.1480564740923
ADCPS2_num1,DLkcat,11.86,34630.57999999994,1232.898784831212
FACOAL140_num4,DLkcat,11.86,13252.37,3221.7633525173233
SLNTabcpp,DLkcat,11.86,8271.204999999998,5162.004810665437
TMPPP_num2,DLkcat,11.86,44978.49999999981,949.2535322431869
TKT2_num3,DLkcat,11.85,18903.699999999997,2256.7010691028745
PNTOt2,DLkcat,11.85,33955.54999999992,1256.3483730936503
LEUabcpp_num4,DLkcat,11.85,25050.01499999998,1702.9929922197664
URAt2_num2,DLkcat,11.82,78502.86499999982,542.043911391006
ARGabcpp_num3,DLkcat,11.82,11336.130000000001,3753.6619640035883
GLYC3Pabcpp_num3,DLkcat,11.82,24532.724999999973,1734.499530728855
LDH_D1,DLkcat,11.82,26656.599999999948,1596.3026042331012
ALCD2ir_reverse_num4,DLkcat,11.81,53550.694999999825,793.9392756714014
PROGLYabcpp_num2,DLkcat,11.81,26929.37999999995,1578.7960955655153
LTHRK_num1,DLkcat,11.81,28756.339999999953,1478.4913518201577
HEMEti_num1,DLkcat,11.79,34530.44999999991,1229.175988149593
APATr_num1,DLkcat,11.79,54026.02999999985,785.6213014356249
PICH,DLkcat,11.77,10430.235000000002,4062.4204536139396
RBK_num3,DLkcat,11.77,17308.879999999994,2447.9920133480628
RNDR1_num7,DLkcat,11.77,6840.030000000001,6194.709672325998
HEMEOS_1,DLkcat,11.77,33053.45499999992,1281.9234781961552
ORNabcpp_num5,DLkcat,11.76,10133.814999999999,4177.696158850345
PE181abcpp_num1,DLkcat,11.76,35748.04999999989,1184.2883737714403
ACLS_num12,DLkcat,11.76,38754.099999999926,1092.42634972816
OPAH_num1,DLkcat,11.76,30612.62499999995,1382.958828261218
MOBDabc_rev,DLkcat,11.76,141989.47000000026,298.1629553233766
OIVD2_num5,DLkcat,11.75,11806.480000000001,3582.778270915632
VNDH_3,DLkcat,11.75,77023.51999999984,549.182898937884
OIVD1r_num4,DLkcat,11.75,11806.480000000001,3582.778270915632
G1PACT_num2,DLkcat,11.74,23712.92499999998,1782.3191360829603
PDHa_num3,DLkcat,11.74,23686.58999999999,1784.300737252598
GLCURt2r_num1,DLkcat,11.74,32716.254999999925,1291.8348998074534
PDHa_num4,DLkcat,11.73,9376.754999999996,4503.476949115127
DHPS_num2,DLkcat,11.73,53160.914999999906,794.3429867601052
ALAHISabcpp,DLkcat,11.73,26216.81499999996,1610.7219736646143
BZDH_reverse,DLkcat,11.73,23962.43999999996,1762.2579336661906
SEAHCYSHYD_num1,DLkcat,11.7,46664.54499999985,902.6124652024387
DNADDP,DLkcat,11.7,15063.210000000003,2796.216742646487
FACOAL120t2pp_num2,DLkcat,11.7,40182.154999999904,1048.2265075131013
ORNabc,DLkcat,11.69,13396.135000000002,3141.503127581201
CYTCAA3pp,DLkcat,11.69,14059.284999999998,2993.3243404625487
SUCD1_reverse_num4,DLkcat,11.65,13956.619999999997,3005.0255720941036
BTS_reverse_num5,DLkcat,11.64,56750.02999999985,738.396085429384
CHOLD_num3,DLkcat,11.63,54870.62499999981,763.0312211679773
GLYBt2pp_num3,DLkcat,11.63,41852.04499999984,1000.3812239043555
BDH_num1,DLkcat,11.63,18509.929999999982,2261.9210337370287
HACD7i_num1,DLkcat,11.63,33730.06999999995,1241.2663240841202
ACACT3r_reverse_num7,DLkcat,11.6,42423.414999999906,984.3620557185246
ADNK1_num1,DLkcat,11.59,18746.609999999986,2225.6824033785324
ALCD22_L_reverse_num1,DLkcat,11.59,32323.839999999924,1290.8119827347277
FDMO5_1,DLkcat,11.59,21695.49999999999,1923.163789725981
PPDOy_num1,DLkcat,11.55,11778.610000000002,3530.127918319733
G3PCabcpp_num3,DLkcat,11.55,24532.724999999973,1694.878983072612
HSTPT_num2,DLkcat,11.55,37788.049999999945,1100.347861294776
GOX,DLkcat,11.55,39460.839999999946,1053.7028608615544
BTS_reverse_num7,DLkcat,11.55,38733.18499999993,1073.4980869763247
GLYt2pp_num2,DLkcat,11.52,41852.04499999984,990.9193206688027
ALR2_num1,DLkcat,11.52,30974.669999999976,1338.900462862075
OAADCS,DLkcat,11.52,14530.689999999995,2854.097086924297
PGP140abcpp_num1,DLkcat,11.52,35748.04999999989,1160.1192232863089
CRNCBCT,DLkcat,11.52,41190.2399999999,1006.8404554088565
RECOAH20_reverse,DLkcat,11.52,51903.3199999998,799.0240316033763
DHPS_num3,DLkcat,11.51,19417.98499999997,2133.8980331893376
YUMPS_num1,DLkcat,11.51,21512.319999999992,1926.1520840151138
ALATA_L_reverse_num2,DLkcat,11.5,33556.764999999905,1233.7303670362778
GTHRDt2_1_num5,DLkcat,11.47,14945.260000000002,2762.882679859701
AACOAT_num1,DLkcat,11.47,4373.9800000000005,9440.372383961518
ARBabcpp_num1,DLkcat,11.47,26112.54999999995,1581.308604483288
RNDR4_num1,DLkcat,11.47,12008.900000000001,3438.44981638618
GLUt2r_num1,DLkcat,11.46,35970.71499999995,1146.9329981347341
CDPMEK_1,DLkcat,11.45,69706.1199999997,591.3397561075006
NT5C,DLkcat,11.45,21899.249999999975,1882.2562416521137
AACPS9_num2,DLkcat,11.45,18083.639999999974,2279.4083492040354
HMR_0188_num2,DLkcat,11.43,67322.8999999998,611.2036171941512
AACPS4_num2,DLkcat,11.43,18083.639999999974,2275.4268499041154
HYPOE_num1,DLkcat,11.43,71843.43999999987,572.7454030597654
PPCOAC_num3,DLkcat,11.43,27829.129999999976,1478.5945518239355
ALAabc_num6,DLkcat,11.43,54233.7799999998,758.7153246555956
OIVD1r_reverse_num5,DLkcat,11.43,11806.480000000001,3485.2047350268663
FAS180,DLkcat,11.43,18715.144999999982,2198.647138453912
ALCD2x_num2,DLkcat,11.4,10221.954999999994,4014.8875630933635
THRS_num1,DLkcat,11.4,4688.0250000000015,8754.219527412926
FACOAL1812_num1,DLkcat,11.39,18083.639999999974,2267.463851304276
SSALx_num6,DLkcat,11.38,77023.51999999984,531.889479992606
HEMEOS_num1,DLkcat,11.38,33053.45499999992,1239.4468293859175
ANS_num6,DLkcat,11.38,32560.39499999996,1258.2156942506394
TKT2_reverse_num6,DLkcat,11.38,25338.794999999955,1616.8093234110017
3HBCOAHL_num2,DLkcat,11.38,45435.804999999826,901.6677485960721
ACONTa_reverse_num1,DLkcat,11.37,29876.354999999938,1370.0466472566711
GALt2pp_num1,DLkcat,11.36,37619.31499999988,1087.101134084981
ACSPHAC160_num1,DLkcat,11.36,45750.1799999999,893.8981223680452
MCITS,DLkcat,11.36,22484.839999999964,1818.825484192908
GLYBt2r_num2,DLkcat,11.36,41852.04499999984,977.1565523261804
DNMPPA_num1,DLkcat,11.36,8814.980000000001,4639.375245321033
RNDR3_num6,DLkcat,11.36,12008.900000000001,3405.474273247341
VNDH_2_reverse_num2,DLkcat,11.36,77023.51999999984,530.9547005901585
FUMAC_num1,DLkcat,11.36,49689.72999999985,823.0272130679745
FAO3,DLkcat,11.36,27655.574999999975,1478.7615155352958
FACOAL180t2pp_num1,DLkcat,11.36,40350.88999999988,1013.5092435383734
FACOAL181_num1,DLkcat,11.36,18083.639999999974,2261.4916023543965
MALTTRabc_num3,DLkcat,11.34,38734.13999999992,1053.953953798899
ABUTD_num2,DLkcat,11.34,9124.429999999998,4474.142494380471
ACACT8r_num7,DLkcat,11.34,42423.414999999906,962.2987682627646
ECOAH8_reverse_num5,DLkcat,11.34,13451.549999999992,3034.89188978222
AKGt2rpp,DLkcat,11.31,38216.204999999936,1065.4119109943038
PFK_4,DLkcat,11.31,29142.964999999967,1397.1124763729445
2AGPGAT161_num2,DLkcat,11.31,18083.639999999974,2251.537854104597
KAT23_num2,DLkcat,11.31,42423.414999999906,959.7530043255615
FACOAL161_num6,DLkcat,11.31,45750.1799999999,889.9637116181858
FACOAL1812_num3,DLkcat,11.31,49918.88999999988,815.6431362957007
ALCD2y_reverse_num1,DLkcat,11.31,32323.839999999924,1259.6275690017058
RNDR1b_num2,DLkcat,11.24,30439.059999999943,1329.3445986834047
RHACOARP90_reverse,DLkcat,11.24,96481.7349999996,419.3954430856801
5DGLCNR_num1,DLkcat,11.24,12478.619999999999,3242.666256364887
PGP141abcpp_num2,DLkcat,11.24,31175.654999999955,1297.9358412838499
HISabcpp_num5,DLkcat,11.24,25050.01499999998,1615.328374054867
ACGS_num1,DLkcat,11.24,9865.449999999997,4101.5868510813
4ABUTD_num2,DLkcat,11.23,9124.429999999998,4430.742523094594
FACOAL180_num3,DLkcat,11.23,49918.88999999988,809.873777241443
DHPM2_num3,DLkcat,11.23,33146.04499999998,1219.6930282330827
ACCOAC_num7,DLkcat,11.23,43110.94499999989,937.7664998992739
GLYCLTt4pp,DLkcat,11.18,33955.54999999992,1185.3143300579754
LCARR_reverse_num1,DLkcat,11.18,17037.585,2362.3066297248115
ECOAH3_reverse_num5,DLkcat,11.18,13451.549999999992,2992.071545658309
THZSN,DLkcat,11.18,28232.20999999997,1425.6057177245439
THZPSN_num7,DLkcat,11.18,28232.20999999997,1425.6057177245439
GLNabc_num1,DLkcat,11.18,36775.559999999874,1094.4224914590054
DARBt2rpp,DLkcat,11.18,37619.31499999988,1069.8759400589865
RMNabc,DLkcat,11.18,26929.37999999995,1494.5758127368724
PFK_num1,DLkcat,11.18,29142.964999999967,1381.0537122767037
ACACT1r_reverse_num6,DLkcat,11.18,29316.389999999978,1372.8839055559033
DNTPPA_num3,DLkcat,11.18,47052.02499999986,855.3935776409223
GTMLT_num1,DLkcat,11.15,63974.60999999981,627.4364157905787
PPAt2pp,DLkcat,11.15,33955.54999999992,1182.1337012653335
CRNCDH_reverse,DLkcat,11.15,10430.235000000002,3848.427192675907
ACSPHAC90_num1,DLkcat,11.15,45750.1799999999,877.3735972186358
ACACT8r_reverse_num1,DLkcat,11.15,52175.83999999977,769.3215863894127
HSDy_reverse_num1,DLkcat,11.15,33540.12499999996,1196.7755039672643
FDH_num4,DLkcat,11.15,27353.73499999997,1467.4412836126417
BTS_num10,DLkcat,11.15,24998.904999999984,1605.670328360383
DHPS_num4,DLkcat,11.15,50737.0199999998,791.1383049300129
GTHRDH_syn_num2,DLkcat,11.15,63974.60999999981,627.4364157905787
ACOAD5f_num2,DLkcat,11.15,20537.54499999997,1954.469241576832
ASAD,DLkcat,11.15,27064.92499999997,1483.100359598264
ASNS1_num5,DLkcat,11.15,18679.72999999998,2148.8533292504785
LCARR_num1,DLkcat,11.15,17037.585,2355.9677031691995
ACOAD15f_reverse_num1,DLkcat,11.14,45496.90999999988,881.4664556340223
VALTA_reverse_num1,DLkcat,11.14,51356.664999999804,780.8918277695826
OIVD3_num3,DLkcat,11.14,23686.58999999999,1693.1098988921588
THZPSN_num10,DLkcat,11.14,28232.20999999997,1420.505160594939
PERD_num1,DLkcat,11.14,39753.47999999991,1008.8173412742757
PPS,DLkcat,11.14,66599.4299999997,602.1673158463996
THRt2pp_num1,DLkcat,11.14,53015.8649999999,756.4528089846327
GALabcpp_num4,DLkcat,11.14,123885.71999999983,323.71769724549415
THRabcpp_num1,DLkcat,11.14,41403.18999999991,968.6210168830008
ACOAD25f,DLkcat,11.14,45496.90999999988,881.4664556340223
TRPabc_num1,DLkcat,11.14,30419.24499999995,1318.3759162990425
FACOAL60i,DLkcat,11.12,45750.1799999999,875.0129507687202
MSO3abcpp_num3,DLkcat,11.12,35562.04999999999,1125.6943848850112
GLYPHEHYc,DLkcat,11.12,22283.799999999974,1796.462003787507
ACOAD5f_num3,DLkcat,11.1,29834.37999999997,1339.3943497401335
PANTS,DLkcat,11.06,18343.71999999999,2170.552101754716
PYDXPP_num1,DLkcat,11.06,71843.43999999987,554.2050881750661
METDabcpp_num2,DLkcat,11.03,44066.89999999989,901.0844874497661
ACOXT_reverse,DLkcat,11.03,21989.929999999982,1805.7356253521514
CPP3FC,DLkcat,11.01,17317.21,2288.8213517073477
ALCD19_num3,DLkcat,11.01,67971.62999999968,583.1256363868306
SERASr_reverse,DLkcat,11.01,28507.144999999975,1390.3882693268665
RECOAH21_reverse,DLkcat,11.01,51903.3199999998,763.6505718709352
UDCPDPS_num1,DLkcat,11.01,24426.649999999954,1622.653945588121
ACS2_num1,DLkcat,11.01,4373.9800000000005,9061.769829766024
ACACT3r_reverse_num2,DLkcat,11.01,41061.154999999875,965.2918920571066
ACOAD18f_num1,DLkcat,11.01,45496.90999999988,871.1800427765337
GPDDA3_1_num1,DLkcat,11.01,37787.36999999989,1048.9219016830257
ALDD3_num1,DLkcat,10.99,45367.60999999985,872.0759149534246
ACACCT_num1,DLkcat,10.99,30399.414999999968,1301.4724132026897
PG120abcpp_num1,DLkcat,10.93,35748.04999999989,1100.7033950103607
MPTG2_num2,DLkcat,10.93,9895.300000000007,3976.433256192331
ALCD1_reverse_num1,DLkcat,10.93,32711.12999999997,1202.8933271336098
MCD,DLkcat,10.93,27829.129999999976,1413.9141252349618
SMIA1,DLkcat,10.93,53244.549999999814,739.0052127400859
ACSPHACP100,DLkcat,10.93,45750.1799999999,860.0621899192547
PA120abcpp_num1,DLkcat,10.93,35748.04999999989,1100.7033950103607
ALCD2ir_num4,DLkcat,10.9,53550.694999999825,732.7635990531986
F1PP_num1,DLkcat,10.9,20306.809999999987,1932.3566823149488
PPAKr,DLkcat,10.9,34385.08999999992,1141.192301663311
ACACT2r_reverse_num7,DLkcat,10.88,42423.414999999906,923.2637212256507
FAO10,DLkcat,10.88,52175.83999999977,750.6922744320009
HACD23i_num1,DLkcat,10.85,33730.06999999995,1158.0171639133882
MANTRabc,DLkcat,10.85,95241.1849999996,410.11669478913103
PROHISGLUtr,DLkcat,10.79,26216.81499999996,1481.6445094493768
AGMH,DLkcat,10.79,28507.144999999975,1362.6057607662933
ALDD19xr_num4,DLkcat,10.79,45367.60999999985,856.205561633071
PKETX,DLkcat,10.79,35620.06499999994,1090.5089589252593
PG120abcpp_num2,DLkcat,10.79,31175.654999999955,1245.9722177449057
ECOAH3_reverse_num3,DLkcat,10.79,45435.804999999826,854.9204751627082
GALCTt2rpp,DLkcat,10.78,31487.714999999935,1232.4806674603121
METS_num2,DLkcat,10.78,65939.15499999984,588.5425738318924
ACACT5r_num1,DLkcat,10.78,47169.11499999989,822.7417453136462
ALCD19y_reverse_num1,DLkcat,10.77,46891.90499999987,826.837809212488
GTPDPDP,DLkcat,10.77,18517.824999999983,2093.7664115521147
DHFR_num1,DLkcat,10.77,19874.434999999983,1950.8479108965882
GCALDD_num7,DLkcat,10.73,44777.04499999987,862.6741670871786
NTR3B_num3,DLkcat,10.73,33042.3499999999,1169.0451798979225
