reactions,data_type,kcat,MW,kcat_MW
ACACT7r_num1,DLkcat,9.11,52175.83999999977,628.5667849334126
ARGt2pp,DLkcat,9.1,85066.08499999961,385.1123511796758
PROt2r_num2,DLkcat,9.1,56305.93499999988,581.8214367632838
FACOAL100t2pp_num2,DLkcat,9.09,40182.154999999904,814.3913635294094
ETHSO3abcpp_num6,DLkcat,9.09,60336.88499999983,542.3548133119582
4ABUTD_reverse_num1,DLkcat,9.09,28303.47499999995,1156.1831188573155
G3PIabcpp_num3,DLkcat,9.07,24532.724999999973,1330.9569157115664
PYAM5PO_num2,DLkcat,9.07,23864.31999999996,1368.2350890366897
ATAH_1_num1,DLkcat,9.07,20599.20999999996,1585.10933186273
BUTSabc,DLkcat,9.07,60336.88499999983,541.16151339268
PSSA141,DLkcat,9.03,18474.27499999999,1759.6360344316631
ACOAD33f_reverse,DLkcat,9.03,45496.90999999988,714.5100623317074
ECOAH7_reverse_num1,DLkcat,9.03,23782.929999999975,1366.8627036281919
MTHFR3_1_num1,DLkcat,9.03,42754.48999999992,760.3411945739514
GLYCLTDx_num1,DLkcat,9.01,22533.074999999953,1439.483958580889
FACOAL181_num4,DLkcat,9.01,15853.129999999996,2046.0312884584941
ECOAH4_reverse_num3,DLkcat,9.01,45435.804999999826,713.8863281942539
PTPATi_num1,DLkcat,9.01,22224.254999999972,1459.4864934730115
MTHFR3_num1,DLkcat,9.01,8238.495,3937.1268660113283
AKGt2r_num2,DLkcat,9.01,13398.449999999997,2420.877041747367
GLYBACT1r_num1,DLkcat,9.0,43965.959999999825,736.9337551141867
FDMO2,DLkcat,9.0,21695.49999999999,1493.3972482772933
FOLD3_num1,DLkcat,9.0,33514.77999999992,966.7376602203589
FALDH2_num1,DLkcat,9.0,10221.954999999994,3169.6480761263397
DAAD5_num1,DLkcat,9.0,15728.96499999999,2059.893959964945
ACACT8_num4,DLkcat,8.99,42423.414999999906,762.8805931818565
ALKP_num1,DLkcat,8.97,48192.3349999998,670.0650632512439
ARGabc_num7,DLkcat,8.97,76812.12999999977,420.4023505141714
ME2_num1,DLkcat,8.97,46602.16999999984,692.929106090985
TRPS2_num3,DLkcat,8.97,15186.175000000003,2126.4077359835505
RHACOAR90_reverse,DLkcat,8.97,96481.7349999996,334.6954737080561
ACOAD5f_num1,DLkcat,8.97,23767.039999999957,1358.6883347694984
ACACT11_num4,DLkcat,8.97,42423.414999999906,761.1834172237212
RNDR1_num1,DLkcat,8.96,12008.900000000001,2686.007877490861
GLTPD_num3,DLkcat,8.96,53550.694999999825,602.3451236253817
SALCHS4FEabcpp,DLkcat,8.96,53244.549999999814,605.8084818070604
FMNRx2_num1,DLkcat,8.96,33953.81999999994,949.9962007220413
PYDXNO_num1,DLkcat,8.95,19536.09499999999,1649.2548792376374
SPMDabcpp_num2,DLkcat,8.95,44817.23999999986,718.9197728374191
ACOAD28f,DLkcat,8.95,45496.90999999988,708.1799621117144
SELabcpp_num3,DLkcat,8.95,8271.204999999998,3895.442078874844
ACOAD20f,DLkcat,8.95,45496.90999999988,708.1799621117144
ALDD19xr_reverse_num4,DLkcat,8.93,45367.60999999985,708.6112757537835
G3PD7,DLkcat,8.93,26656.599999999948,1206.0052669882905
ISETACabcpp_num3,DLkcat,8.92,35562.04999999999,902.9850641343795
RHACOAR120_reverse,DLkcat,8.92,96481.7349999996,332.82983561603794
FAS140_num2,DLkcat,8.92,18715.144999999982,1715.8296128616705
ALDD19xr_num2,DLkcat,8.92,27820.429999999953,1154.2596573812862
HPYRRy_num2,DLkcat,8.92,31923.894999999946,1005.8922947842065
HBCO_nadp_reverse_num1,DLkcat,8.92,27655.574999999975,1161.1402040998978
ECOAH5_reverse_num5,DLkcat,8.92,13451.549999999992,2387.2341849080603
VECOAH_reverse_num3,DLkcat,8.9,45435.804999999826,705.1707348422708
ACOAD10f_reverse,DLkcat,8.9,45496.90999999988,704.2236494742189
METabc_num8,DLkcat,8.9,44066.89999999989,727.0763316684422
GAD2ktpp_reverse,DLkcat,8.9,51050.18999999985,627.6176445180732
MALt2r_num1,DLkcat,8.9,25151.179999999964,1273.8964931267656
BTS_reverse_num1,DLkcat,8.9,67083.3449999997,477.6148237688527
3HOXPACt2pp_num1,DLkcat,8.9,15628.675000000003,2050.0778216963367
DHPACCOAHIT,DLkcat,8.9,23782.929999999975,1347.1847245061913
2AGPEAT140_num1,DLkcat,8.9,28507.144999999975,1123.9287554050056
ACOAD12f_num1,DLkcat,8.9,45496.90999999988,704.2236494742189
OAADC_num1,DLkcat,8.89,17891.289999999994,1788.8033786272547
PGP161abcpp_num1,DLkcat,8.89,35748.04999999989,895.2656158867436
RECOAH4_reverse,DLkcat,8.89,51903.3199999998,616.607954943925
FACOAL80t2pp_num3,DLkcat,8.88,45750.1799999999,698.7513491750212
HACD10i_num1,DLkcat,8.88,33730.06999999995,947.7596696360266
ACACT4r_num7,DLkcat,8.88,42423.414999999906,753.546125412112
DAAD_num1,DLkcat,8.87,15728.96499999999,2030.1399360987846
3OXOADPt_pp,DLkcat,8.87,38216.204999999936,835.5617728133928
IPDPUDCT,DLkcat,8.87,24426.649999999954,1307.2607172903388
ACOAD8f_reverse_num2,DLkcat,8.87,45496.90999999988,701.8498618917215
ALR2_num10,DLkcat,8.87,38733.18499999993,824.4093533748917
LYSabcpp_num4,DLkcat,8.87,48697.199999999815,655.7255858653089
GLCDpp_num2,DLkcat,8.87,9726.264999999996,3283.069091783949
ACACT4r_reverse_num3,DLkcat,8.86,29316.389999999978,1087.9920754226569
BTS2_reverse,DLkcat,8.86,42287.93499999992,754.2576860279429
ALDD4_num1,DLkcat,8.86,45367.60999999985,703.0566520916598
AMPTASEHH,DLkcat,8.86,22283.799999999974,1431.3537188450819
ACACT1r_reverse_num11,DLkcat,8.86,42423.414999999906,751.8489494539765
IBHH_reverse,DLkcat,8.83,17037.585,1865.7573828685229
DHPM1_num2,DLkcat,8.83,13044.829999999998,2436.827463447205
RHACOAR60,DLkcat,8.83,96481.7349999996,329.4716870504053
ANS_num2,DLkcat,8.83,32560.39499999996,976.2780826215419
ECOAH12_num2,DLkcat,8.8,11720.009999999998,2703.0693659817703
ACSPHAC80_num1,DLkcat,8.8,45750.1799999999,692.4562919752464
GTHRDt2_1_num1,DLkcat,8.8,12466.085000000003,2541.2950417071597
GALUi_num2,DLkcat,8.8,81959.51499999988,386.5323019542032
URAt2_num1,DLkcat,8.8,20997.52999999998,1508.7488861785187
DLYSAD_num1,DLkcat,8.8,15728.96499999999,2014.118538632391
CYSTGL_num2,DLkcat,8.79,16385.824999999997,1931.1813717038967
RECOAH8_reverse,DLkcat,8.79,51903.3199999998,609.6719824473679
ASPabcpp_num4,DLkcat,8.79,60588.684999999765,522.2757351475794
NACt1pp,DLkcat,8.79,34982.89499999994,904.5563553273694
ARGt2r_num2,DLkcat,8.79,44443.61999999991,712.0032076595035
DRIBabc,DLkcat,8.77,26112.54999999995,1209.0737978481636
ALDD2x_num2,DLkcat,8.77,9124.429999999998,3460.161347064968
2AGPGAT141_num1,DLkcat,8.77,28507.144999999975,1107.5118185283034
FACOAL140t2pp_num2,DLkcat,8.77,40182.154999999904,785.7219205888802
ASLP,DLkcat,8.76,62490.71999999986,504.6509305701722
4PEPTabcpp_num4,DLkcat,8.76,26829.269999999964,1175.432652472469
ACOAD4f_num1,DLkcat,8.73,23767.039999999957,1322.335469625164
ALATA_L_num5,DLkcat,8.73,37560.16499999989,836.7375382935642
SDPTA_reverse_num1,DLkcat,8.73,30171.23999999997,1041.6542376117134
CYSDS_num4,DLkcat,8.71,16385.824999999997,1913.6052044984008
MALTHXabcpp_num1,DLkcat,8.7,42368.13499999991,739.2348046474093
FDMO3,DLkcat,8.7,21695.49999999999,1443.6173400013834
NABTNO_num3,DLkcat,8.7,67971.62999999968,460.7804756190214
DVALabcpp,DLkcat,8.67,54233.7799999998,575.5084746075253
IVCS,DLkcat,8.67,45750.1799999999,682.2268240256119
KAT14,DLkcat,8.67,42423.414999999906,735.7257778516904
GUAD_num1,DLkcat,8.67,9787.259999999995,3189.043716014494
AMPTASEHG,DLkcat,8.67,22283.799999999974,1400.658774535763
PGPP160_num1,DLkcat,8.67,33600.73499999995,928.90825156057
GLYCLTDy_num1,DLkcat,8.66,22533.074999999953,1383.566157748113
HMPSCD,DLkcat,8.66,19874.434999999983,1568.6483666076558
PGLYCP_num1,DLkcat,8.66,42099.07999999986,740.5387481151631
KARA1_num1,DLkcat,8.66,12322.17000000001,2530.0738425131267
ORNTA_num1,DLkcat,8.64,60924.464999999786,510.5338224964325
FACOAL161_num5,DLkcat,8.64,67322.8999999998,462.01218307589386
CYSabc2pp_num3,DLkcat,8.62,60520.014999999796,512.7559865938582
DMATT_num1,DLkcat,8.62,38455.5149999999,806.9583777515418
SLCYSS_num3,DLkcat,8.62,16385.824999999997,1893.8320163922172
ACACT6r_reverse_num2,DLkcat,8.61,41061.154999999875,754.8740409274919
ECOAH12_num5,DLkcat,8.61,83523.32999999975,371.10589340726824
UREA_num1,DLkcat,8.61,50281.16999999983,616.4534357494088
ALDD19xr_reverse_num3,DLkcat,8.61,19107.94999999998,1622.1520361943606
MALTt2_num1,DLkcat,8.61,35970.71499999995,861.7009698027975
CS_num4,DLkcat,8.61,36071.379999999925,859.296206577072
RHACOAR121d6,DLkcat,8.61,96481.7349999996,321.26287944552536
METabc_num9,DLkcat,8.6,33393.689999999944,927.121261531746
PG140abcpp_num1,DLkcat,8.6,35748.04999999989,866.0612257172097
SHSL2r_num2,DLkcat,8.6,16385.824999999997,1889.4379745908434
ACTD_1,DLkcat,8.58,96481.7349999996,320.14349659031456
AMID2_num1,DLkcat,8.58,38612.609999999906,799.9459244013827
BUPN,DLkcat,8.57,55065.35499999981,560.2796894708135
ACACT4r_reverse_num2,DLkcat,8.56,41061.154999999875,750.490335695625
DMSO2abcpp_num2,DLkcat,8.56,60336.88499999983,510.732365451085
ACOAD6f_reverse_num3,DLkcat,8.56,29834.37999999997,1032.902309349148
SLCYSS_num2,DLkcat,8.56,47056.38499999989,654.8739347487077
PG160abcpp_num1,DLkcat,8.56,35748.04999999989,862.0330339696878
UDPACGLP_reverse,DLkcat,8.56,23712.92499999998,1299.5444467521415
BETALDHx_num1,DLkcat,8.56,28303.47499999995,1088.770901806229
MOBDabc_num4,DLkcat,8.56,141989.47000000026,217.03017836463468
BTS_num7,DLkcat,8.56,38733.18499999993,795.5968506075618
KARA2_num1,DLkcat,8.55,12322.17000000001,2497.936645899219
AMPTASECG_num2,DLkcat,8.55,53177.12499999981,578.8203104248323
AMPTASEAL,DLkcat,8.55,22283.799999999974,1381.2724939193513
PFK_2_num1,DLkcat,8.55,29142.964999999967,1056.172561714295
FADD17_num2,DLkcat,8.52,49918.88999999988,614.436739278459
TREabc_num2,DLkcat,8.52,32207.889999999898,952.3132375327939
MALTabc_num1,DLkcat,8.52,42368.13499999991,723.9402914478078
FACOALP90t2pp_num1,DLkcat,8.52,45750.1799999999,670.4235917760338
GLGC_num2,DLkcat,8.51,81959.51499999988,373.7943056398033
ACOAD1_num1,DLkcat,8.51,13451.549999999992,2277.5070530905373
LACZpp_num1,DLkcat,8.5,28507.144999999975,1073.4151034766908
ASNN_num1,DLkcat,8.5,37006.26999999992,826.8869032193752
ACOAD6_num2,DLkcat,8.5,40475.56499999986,756.0116826040627
ILEt3pp,DLkcat,8.49,44443.61999999991,687.7027568861416
KAT13,DLkcat,8.49,42423.414999999906,720.4511942284719
ACSPHAC141_num1,DLkcat,8.44,45750.1799999999,664.1285345762589
ACOAD20_num1,DLkcat,8.44,13451.549999999992,2258.773152536326
PDHa_num1,DLkcat,8.44,9376.754999999996,3240.353405842428
HACD6i_num1,DLkcat,8.44,33730.06999999995,900.7986049243315
GLUDxi_num1,DLkcat,8.4,34798.814999999944,868.9951080230763
GLNabc_num10,DLkcat,8.4,25050.01499999998,1207.1849058773028
OIVD1r_num5,DLkcat,8.4,11806.480000000001,2561.3053170801118
LASP2OA,DLkcat,8.4,37788.049999999945,800.2529900325644
ALR2_num7,DLkcat,8.4,56750.02999999985,532.8631544335761
PE141abcpp_num1,DLkcat,8.39,35748.04999999989,844.9132190427198
GTHRDabc2pp_num3,DLkcat,8.39,20639.069999999978,1463.4380328183408
LCARS_num1,DLkcat,8.39,32323.839999999924,934.4186829287632
PPNDH2,DLkcat,8.37,11638.51,2588.991202482104
ACOAD2f_num3,DLkcat,8.36,45496.90999999988,661.4954729892662
IPMD_num2,DLkcat,8.36,10750.2,2799.5758218451742
PDH_num2,DLkcat,8.36,9376.754999999996,3209.6391555500823
FACOALP70t2pp_num1,DLkcat,8.36,45750.1799999999,657.8334773764839
PGP161abcpp_num2,DLkcat,8.36,31175.654999999955,965.368650634607
ECOAH6_reverse_num5,DLkcat,8.36,13451.549999999992,2237.36298047437
RHACOARP80,DLkcat,8.36,96481.7349999996,311.93468898543466
BTS4,DLkcat,8.36,42287.93499999992,711.6923538593231
AMPMS2,DLkcat,8.33,18153.425,1651.9196790688259
PHEMEabcpp,DLkcat,8.33,34530.44999999991,868.4508889979736
PYDXO_reverse,DLkcat,8.33,23864.31999999996,1256.6040012872795
LALDO2x_num1,DLkcat,8.33,39422.82999999997,760.6759839412853
PA140abcpp_num1,DLkcat,8.33,35748.04999999989,838.8709314214368
HMR_0188_num3,DLkcat,8.32,45750.1799999999,654.6859487765964
5DKGR_num1,DLkcat,8.32,12478.619999999999,2400.2654139640445
ARGDr,DLkcat,8.31,50614.92999999988,591.0509013842372
RECOAH7_reverse,DLkcat,8.31,51903.3199999998,576.3793144638939
BZ12DOX,DLkcat,8.3,13643.270000000006,2190.0907920168693
XANt3,DLkcat,8.3,54705.01999999988,546.2021584125199
42A12BOOXpp,DLkcat,8.3,28483.104999999952,1049.0429326437568
ALCD2ir_num2,DLkcat,8.3,10221.954999999994,2923.1198924276246
AGPR_num2,DLkcat,8.29,24073.35999999998,1239.7106178780205
XAND_num2,DLkcat,8.29,19423.834999999992,1536.46280459034
PDX5POi,DLkcat,8.29,23864.31999999996,1250.56988843596
ECOAH4_reverse_num2,DLkcat,8.29,83523.32999999975,357.31333987761366
ADPDS,DLkcat,8.26,17972.614999999994,1654.5171640298315
RECOAH14_reverse,DLkcat,8.25,51903.3199999998,572.2177309659596
TSULabc_num6,DLkcat,8.24,8271.204999999998,3586.4181821149405
GND_num1,DLkcat,8.24,33623.334999999955,882.2444293524137
GPDDA1_1_num1,DLkcat,8.24,37787.36999999989,785.0242025311654
TSULabc_num1,DLkcat,8.24,45619.57499999987,650.2471800756601
GLCt2pp_num1,DLkcat,8.21,37619.31499999988,785.6602386300787
TMAOR1pp,DLkcat,8.2,46494.4899999999,634.9139435662173
THMabc,DLkcat,8.2,53418.039999999804,552.6222976357819
RHACOAR101_reverse,DLkcat,8.2,96481.7349999996,305.96464709097654
GLUN_num1,DLkcat,8.2,37006.26999999992,797.7026595763383
XYLK_num5,DLkcat,8.2,77412.1549999997,381.3354634036491
3A2OA,DLkcat,8.2,23526.014999999963,1254.7811433428076
CHOLD_num2,DLkcat,8.2,17037.585,1732.6399252006665
ADEt2rpp_num1,DLkcat,8.2,54705.01999999988,539.6214095159834
HMPK3_num2,DLkcat,8.2,26861.864999999987,1098.9557128665492
ASO4rt2rpp,DLkcat,8.2,19537.92,1510.9080188679245
GG15DAPDxr,DLkcat,8.19,37569.41999999988,784.7872019317864
ECOAH1_reverse_num5,DLkcat,8.19,13451.549999999992,2191.8663648427146
TRDR_num8,DLkcat,8.18,43437.684999999925,677.9366810178777
CRNt7pp,DLkcat,8.18,41852.04499999984,703.621531516563
ACACT6r_num2,DLkcat,8.18,41061.154999999875,717.1741759334361
LMN2abc_num2,DLkcat,8.18,8660.044999999996,3400.4442240196227
NADH9_num4,DLkcat,8.13,65055.43499999967,449.8932333632102
ACSPHACP40,DLkcat,8.13,45750.1799999999,639.7351879271309
ACOAD3_num2,DLkcat,8.11,40475.56499999986,721.3240877551704
OIVD2_num1,DLkcat,8.11,23686.58999999999,1232.5961651719394
BUTSO3abcpp_num2,DLkcat,8.09,60336.88499999983,482.68981734804646
HACD4_reverse_num1,DLkcat,8.07,27655.574999999975,1050.4934357719926
ACOTA_reverse_num3,DLkcat,8.07,14769.989999999994,1966.9613858912574
GLNabc_num2,DLkcat,8.07,30419.24499999995,955.0532894554104
COCO2_reverse,DLkcat,8.07,37851.144999999946,767.5329240370414
PHETA1_reverse_num1,DLkcat,8.07,37788.049999999945,768.8144797098565
SBTD_D2_num2,DLkcat,8.03,53550.694999999825,539.8249266419435
SKMt2,DLkcat,8.03,21359.049999999985,1353.430981246826
AT_MBD2,DLkcat,8.03,23686.58999999999,1220.4373867238808
FACOAL140_num6,DLkcat,8.03,67322.8999999998,429.3932673726188
FACOAL141_num5,DLkcat,8.03,45750.1799999999,631.8663664274121
4ABUTD_num1,DLkcat,8.03,28303.47499999995,1021.3586847551421
OPETDC,DLkcat,8.03,35560.64999999992,812.9210236595804
ADNUC_num1,DLkcat,8.03,31424.269999999975,919.9259044044625
RNDR4_num7,DLkcat,8.03,12008.900000000001,2407.214649135224
RECOAH3_reverse,DLkcat,8.02,51903.3199999998,556.2649942238784
MOBDabc_num2,DLkcat,8.02,45619.57499999987,632.8862116755818
PROt2r_num1,DLkcat,8.0,19662.359999999997,1464.7275301642328
TYRTA_reverse_num1,DLkcat,8.0,37788.049999999945,762.1457047929184
KAT11_num2,DLkcat,8.0,42423.414999999906,678.870383254155
ADCS_num4,DLkcat,8.0,32820.42499999996,877.5023480043307
ACACT7r_reverse_num3,DLkcat,8.0,29316.389999999978,982.3856211491259
KAT33,DLkcat,8.0,42423.414999999906,678.870383254155
PTHRP_reverse,DLkcat,8.0,21212.194999999996,1357.7095628245925
HACD3i_num1,DLkcat,7.96,33730.06999999995,849.5683525115733
ACOAD3_reverse_num2,DLkcat,7.96,40475.56499999986,707.982705120981
SDPDS_num1,DLkcat,7.96,21690.564999999984,1321.1274118493466
ECOAH5_reverse_num4,DLkcat,7.95,41138.68499999984,695.6955478766546
VALabcpp_num3,DLkcat,7.95,54233.7799999998,527.7153832906374
CDPMEK,DLkcat,7.95,69706.1199999997,410.5808786947275
ACLS_num13,DLkcat,7.95,61767.47499999989,463.3506550170628
ECOAH1_reverse_num2,DLkcat,7.95,83523.32999999975,342.6587517523557
AMPTASEATRP,DLkcat,7.95,22283.799999999974,1284.3410908372914
MSHAMID,DLkcat,7.95,14956.310000000005,1913.5736020448887
ECOAH9ir_num2,DLkcat,7.95,11720.009999999998,2441.9774385858036
RECOAH23_reverse,DLkcat,7.93,51903.3199999998,550.022618976977
XYLt2pp,DLkcat,7.93,37619.31499999988,758.8654923674206
OPAH_num3,DLkcat,7.92,83830.45499999974,340.11505723069365
ACLS_d_num4,DLkcat,7.92,11806.480000000001,2414.9450132469624
ACOAD19f_reverse_num1,DLkcat,7.92,45496.90999999988,626.6799217793049
ACOAD4f_reverse_num3,DLkcat,7.89,29834.37999999997,952.055983734203
MALt4,DLkcat,7.89,25151.179999999964,1129.3307113224923
ACOAD1_num3,DLkcat,7.89,40475.56499999986,701.7567265583593
ACACT8_num1,DLkcat,7.89,41061.154999999875,691.7486855886077
SHCHF_num1,DLkcat,7.89,49282.289999999804,576.3530874884286
ICCT,DLkcat,7.86,10612.764999999998,2666.223175581482
CSNt2_num1,DLkcat,7.86,55035.414999999884,514.1416667794739
PROabc_num1,DLkcat,7.86,30419.24499999995,930.2006016257158
CYS,DLkcat,7.86,47056.38499999989,601.3211597108461
DRBK,DLkcat,7.85,21908.19499999999,1289.9282665687435
RHACOAR100,DLkcat,7.85,96481.7349999996,292.90518044684956
RNDR3_num2,DLkcat,7.85,30439.059999999943,928.4123754150113
ACOAD6f_reverse_num1,DLkcat,7.84,23767.039999999957,1187.526928048257
LEUabcpp_num1,DLkcat,7.82,41403.18999999991,679.9476079017115
PYROX_1,DLkcat,7.82,49189.76499999991,572.3141795859373
BUTSO3abcpp_num3,DLkcat,7.82,35562.04999999999,791.6304037590636
OCBT,DLkcat,7.82,25385.71999999996,1108.969924823879
FCLT,DLkcat,7.82,17317.21,1625.6660281881436
BTS_reverse_num3,DLkcat,7.82,26157.019999999942,1076.2693915438404
ACOAD12f_reverse_num1,DLkcat,7.82,45496.90999999988,618.7672965043137
TKT2_reverse_num1,DLkcat,7.82,46651.2899999998,603.4559816030837
MACCOAT_num2,DLkcat,7.82,41061.154999999875,685.6114982639939
TSULabcpp_num3,DLkcat,7.82,8271.204999999998,3403.615313609082
GLYCLTDx_num5,DLkcat,7.82,43686.939999999886,644.4031099454453
CYTB_B2_num1,DLkcat,7.76,9321.22,2997.032577280657
DHFS,DLkcat,7.75,23616.949999999957,1181.3549167017777
RHACOAR120,DLkcat,7.75,96481.7349999996,289.17390426281327
SULFACabcpp_num6,DLkcat,7.75,60336.88499999983,462.4037187203164
ALCD2ir_reverse_num3,DLkcat,7.75,11778.610000000002,2368.7005512535006
RNDR2_num6,DLkcat,7.73,12008.900000000001,2317.2813496656645
RHACOAR101,DLkcat,7.73,96481.7349999996,288.427649026006
AACOAT_num2,DLkcat,7.73,65998.97499999973,421.6429118785574
ECOAH6_reverse_num3,DLkcat,7.73,45435.804999999826,612.4685146439049
ALCD2x_reverse_num4,DLkcat,7.69,10386.869999999997,2665.2880030268993
AMID2_1,DLkcat,7.69,37389.76499999989,740.4165284269661
FRTT_num1,DLkcat,7.69,24426.649999999954,1133.3523016868892
FACOAL90t2pp_num1,DLkcat,7.68,45750.1799999999,604.3254911783968
D4DGCD,DLkcat,7.68,29572.229999999956,934.9311837490795
THIORDXi_num5,DLkcat,7.68,110977.12999999942,249.13241133556207
RNDR2_num7,DLkcat,7.68,6840.030000000001,4042.087534703795
ALCD19y_num2,DLkcat,7.68,11778.610000000002,2347.3058365970173
RECOAH19_reverse,DLkcat,7.66,51903.3199999998,531.2954932362728
FACOAL140t2pp_num1,DLkcat,7.66,40350.88999999988,683.4050004845018
RHACOART60,DLkcat,7.66,96481.7349999996,285.8157556971806
ID6P,DLkcat,7.66,29142.964999999967,946.231792132339
ALR2_num2,DLkcat,7.66,67083.3449999997,411.0707359628552
RNDR1_num2,DLkcat,7.66,30439.059999999943,905.9412478571957
FACOAL80t2pp_num2,DLkcat,7.59,40182.154999999904,680.0033497456785
ECOAH3_reverse_num1,DLkcat,7.59,23782.929999999975,1148.8912425844935
ALCD19_reverse_num1,DLkcat,7.58,10221.954999999994,2669.548046337517
ACTD2_num2,DLkcat,7.58,40875.81999999986,667.5829377857152
ACOAD24f_reverse,DLkcat,7.58,45496.90999999988,599.7769958443348
MOBDabc_num6,DLkcat,7.57,45619.57499999987,597.3751399481489
GLYabcpp_num1,DLkcat,7.57,54233.7799999998,502.4912517622799
AGM4PH,DLkcat,7.57,28507.144999999975,955.9708627433587
ACOTA_num3,DLkcat,7.57,14769.989999999994,1845.0926507059253
ALDD2y_num4,DLkcat,7.57,44777.04499999987,608.615418904934
FADMQOR_num3,DLkcat,7.57,23076.23499999997,1180.9552121479103
MTHFR2_num2,DLkcat,7.57,42754.48999999992,637.4067378654278
VECOAH_reverse_num4,DLkcat,7.57,41138.68499999984,662.4421757768899
GLUKA_1,DLkcat,7.55,13316.275000000005,2041.111346829349
ARGabc_num1,DLkcat,7.55,30419.24499999995,893.5133005437855
ASPTA_num1,DLkcat,7.54,33556.764999999905,808.8979971698725
ALAabc_num1,DLkcat,7.54,30419.24499999995,892.3298392185619
ALCD2ir_reverse_num5,DLkcat,7.52,13540.93,1999.2718373110265
BTCOARx,DLkcat,7.5,17037.585,1584.7316389030489
ACODA_num2,DLkcat,7.5,17972.614999999994,1502.2855605597742
GLP5H,DLkcat,7.5,14769.989999999994,1828.0310277799788
CRNDt2rpp_num1,DLkcat,7.5,37649.47499999992,717.1414740843015
PRPPS_reverse_num2,DLkcat,7.5,41054.209999999905,657.6670212385054
LCADi_num4,DLkcat,7.48,67971.62999999968,396.1652824862391
LDH_D_reverse_num1,DLkcat,7.48,22533.074999999953,1195.04328636904
THRD_num1,DLkcat,7.48,10221.954999999994,2634.329734380558
RNDR2b_num2,DLkcat,7.48,30439.059999999943,884.6528112234757
SELtpp,DLkcat,7.45,8271.204999999998,3242.5746913539206
HACD6_num1,DLkcat,7.45,27655.574999999975,969.7863812269325
YUMPS_reverse_num1,DLkcat,7.45,21512.319999999992,1246.727456638801
HYD2,DLkcat,7.42,95245.85999999958,280.45313465593273
SELabcpp_num2,DLkcat,7.42,35562.04999999999,751.1377999862215
SHSL2r_reverse_num2,DLkcat,7.42,16385.824999999997,1630.189508309774
INSTabc,DLkcat,7.41,19093.06999999998,1397.156140945381
ALCD1_reverse_num4,DLkcat,7.41,25247.69499999999,1056.5716989214268
ACACT5r_1,DLkcat,7.41,42423.414999999906,628.803692489161
ACOAD2_reverse_num2,DLkcat,7.41,40475.56499999986,659.0643021289535
ADPRDP_num1,DLkcat,7.41,44283.574999999844,602.3903896647931
ACOAD3f_num2,DLkcat,7.41,29834.37999999997,894.1362280697648
RHACOAR70,DLkcat,7.41,96481.7349999996,276.4875652370898
CRO4abcpp_num1,DLkcat,7.41,19093.06999999998,1397.156140945381
PGP180abcpp_num1,DLkcat,7.39,35748.04999999989,744.208425354672
BTNt2i,DLkcat,7.34,31487.714999999935,839.1844247828099
RNDR1_num8,DLkcat,7.34,6840.030000000001,3863.140951136179
NADH10_num4,DLkcat,7.34,65055.43499999967,406.1766707116805
MACCOAT_num1,DLkcat,7.32,52175.83999999977,505.06134640094183
SPMDabcpp_num1,DLkcat,7.32,8271.204999999998,3185.9928511021076
ECOAH8_reverse_num4,DLkcat,7.3,41138.68499999984,638.8147798112677
GLYC3Pabc_num2,DLkcat,7.3,52752.27499999985,498.1775667494923
PCNO,DLkcat,7.3,32038.26999999991,820.2690095314158
LEUabcpp_num2,DLkcat,7.3,36943.99999999987,711.3469034213971
BETALDHx_num5,DLkcat,7.25,44777.04499999987,582.8879507345802
ACS_num2,DLkcat,7.23,13252.37,1964.0260572259904
ACOAD3f_num3,DLkcat,7.2,45496.90999999988,569.7090197993681
ABUTD_num3,DLkcat,7.2,37569.41999999988,689.922814885087
G6PDH2r_num1,DLkcat,7.2,11316.165000000006,2290.5286375728865
SPMDt3i_reverse_num1,DLkcat,7.19,36107.88999999993,716.851635473578
1PY4h3cAH,DLkcat,7.19,16122.600000000006,1605.4482527632015
6HNACt1pp,DLkcat,7.19,34982.89499999994,739.9044590220462
FACOAL180t2pp_num3,DLkcat,7.19,45750.1799999999,565.768265829775
ADSK_num2,DLkcat,7.19,50488.43999999982,512.6718116067775
G3PEabcpp_num3,DLkcat,7.19,24532.724999999973,1055.080509808838
ACOAD14f_reverse_num1,DLkcat,7.19,45496.90999999988,568.9177572718689
PYRDC_num1,DLkcat,7.19,49189.76499999991,526.2070270105996
G3PT_num1,DLkcat,7.19,71843.43999999987,360.2834162729408
MDDEP1pp_num1,DLkcat,7.19,36896.704999999936,701.5260576791354
GLUDC,DLkcat,7.16,56487.4899999998,456.3134244414133
ASNabc_num1,DLkcat,7.14,30419.24499999995,844.9913862096196
PMPK_num2,DLkcat,7.14,26861.864999999987,956.8955841301419
ACSPHAC100_num1,DLkcat,7.14,45750.1799999999,561.8338550799157
AGPAT161_num2,DLkcat,7.13,26385.25999999996,972.8158828072962
TOLt7,DLkcat,7.11,42212.17499999989,606.3653436478946
HACD7_num1,DLkcat,7.11,27655.574999999975,925.5276738957705
GLYOX_num1,DLkcat,7.1,17048.594999999994,1499.2437793260974
XYLt2_num1,DLkcat,7.1,37619.31499999988,679.4382088031131
ACALD,DLkcat,7.1,17037.585,1500.2126181615529
ILETA_num1,DLkcat,7.1,51356.664999999804,497.69586868617927
