,fluxes,equ,ec-code,kcat_MW,E
PPAtex_reverse,0.0,ppa_p --> ppa_e,,,
PPItex_1_reverse,0.0,ppi_p --> ppi_e,,,
PPK50r_reverse,0.0,47.0 adp_c + ppi50_c --> 47.0 atp_c + pppi_c,,,
PPM_reverse_num1,0.0,r5p_c --> r1p_c,"5.4.2,5.4.2.2,5.4.2.7",,
PPM2_reverse,0.0,2dr5p_c --> 2dr1p_c,5.4.2.7,,
PPNDH2_reverse,0.0,fadh2_c + prpncoa_c --> fad_c + ppcoa_c,,4918.155330879984,0.0
PPPM_reverse,0.0,p3pyr_c --> 3.0 h_c + pep_c,,,
PPRGL_reverse,0.0,adp_c + gar_c + h_c + pi_c --> atp_c + gly_c + pram_c,6.3.4.13,,
PRAGSr_reverse_num1,0.0,adp_c + gar_c + h_c + pi_c --> atp_c + gly_c + pram_c,6.3.4.13,,
PRMICI_reverse_num1,0.0,prlp_c --> prfp_c,5.3.1.16,,
PROGLYtex_reverse,0.0,progly_p --> progly_e,,,
PROR_reverse,0.0,h_c + pro__D_c --> pro__L_c,,1590.0864691970864,0.0
PROtex_reverse,0.0,pro__L_p --> pro__L_e,,,
PRPPS_reverse_num1,495.5368706096683,amp_c + h_c + prpp_c --> atp_c + r5p_c,2.7.6.1,,
PSCLYStex_reverse,0.0,psclys_p --> psclys_e,,,
PSCVT_reverse_num1,0.0,3psme_c + pi_c --> pep_c + skm5p_c,2.5.1.19,,
PSCVT_1_reverse,0.0,3psme_c + pi_c --> pep_c + skm5p_c,,,
PTAr_reverse,0.0,actp_c + coa_c --> accoa_c + pi_c,2.3.1.8,,
PTAtex_reverse,0.0,pta_p --> pta_e,,,
PTHRP_reverse,0.0,pi_c + thr__L_c --> h2o_c + thrp_c,,1357.7095628245925,0.0
PTRCORNt7_reverse,0.0,orn_e + ptrc_c --> orn_c + ptrc_e,,,
PTRCtex_reverse,0.0,ptrc_p --> ptrc_e,,,
PUNP1_reverse,0.0,ade_c + r1p_c --> adn_c + pi_c,2.4.2.1,,
PUNP2_reverse,0.0,2dr1p_c + ade_c --> dad_2_c + pi_c,2.4.2.1,,
PUNP3_reverse,0.0,gua_c + r1p_c --> gsn_c + pi_c,"2.4.2.1,2.4.2.15",,
PUNP4_reverse,0.0,2dr1p_c + gua_c --> dgsn_c + pi_c,"2.4.2.1,2.4.2.4",,
PUNP5_reverse,0.0,hxan_c + r1p_c --> ins_c + pi_c,"2.4.2.1,2.4.2.15",,
PUNP6_reverse,0.0,2dr1p_c + hxan_c --> din_c + pi_c,"2.4.2.1,2.4.2.4",,
PUNP6_1_reverse,0.0,2dr1p_c + hxan_c --> din_c + pi_c,,,
PUNP7_reverse,0.0,r1p_c + xan_c --> pi_c + xtsn_c,"2.4.2.-,2.4.2.1",,
PYDXS_reverse_num1,0.0,glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c --> g3p_c + gln__L_c + ru5p__D_c,4.3.3.6,,
PYNP1_reverse,0.0,cytd_c + pi_c --> csn_c + r1p_c,2.4.2.2,,
PYNP1_1_reverse,0.0,csn_c + r1p_c --> cytd_c + pi_c,,,
PYNP2r_reverse,0.0,r1p_c + ura_c --> pi_c + uri_c,"2.4.2.2,2.4.2.3",,
PYRtex_reverse,0.0,pyr_p --> pyr_e,,,
P_Xylt1_reverse,0.0,p_xyl_p --> p_xyl_e,,,
QUIDHy_reverse,0.0,3dhq_c + h_c + nadph_c --> nadp_c + quin_c,,,
QUIN2tpp_reverse,0.0,quin_c --> quin_p,,,
QUIN_Et_reverse,0.0,quin_c --> quin_e,,,
RBP4E_reverse,0.0,xu5p__D_c --> ru5p__L_c,5.1.3.4,,
RBTDG_reverse,0.0,h_c + nadh_c + rbl__D_c --> nad_c + rbt_c,1.1.1.56,,
RECOAH10_reverse,0.0,h2o_c + nona2coa_c --> R_3hnonacoa_c,,344.7178330788872,0.0
RECOAH11_reverse,0.0,h2o_c + pdca2coa_c --> R_3hpdecacoa_c,,1387.888096561073,0.0
RECOAH12_reverse,0.0,h2o_c + pnona2coa_c --> R_3hpnonacoa_c,,674.8701239150046,0.0
RECOAH13_reverse,0.0,h2o_c + pocta2coa_c --> R_3hpoctacoa_c,,965.4873715207464,0.0
RECOAH14_reverse,0.0,h2o_c + php2coa_c --> R_3hphpcoa_c,,572.2177309659596,0.0
RECOAH15_reverse,0.0,h2o_c + phxa2coa_c --> R_3hphxacoa_c,,977.9721220145492,0.0
RECOAH16_reverse,0.0,h2o_c + ppt2coa_c --> R_3hpptcoa_c,,855.8990060751445,0.0
RECOAH17_reverse,0.0,h2o_c + pb2coa_c --> R_3hpbcoa_c,,330.15229083611734,0.0
RECOAH19_reverse,0.0,6ath2coa_c + h2o_c --> R_3h6athcoa_c,,531.2954932362728,0.0
RECOAH2_reverse,0.0,h2o_c + hx2coa_c --> R_3hhcoa_c,,32.59907073381831,0.0
RECOAH20_reverse,0.0,4atb2coa_c + h2o_c --> R_3h4atbcoa_c,,799.0240316033763,0.0
RECOAH21_reverse,0.0,h2o_c + tde2coa_c --> R_3hcmrs7ecoa_c,,763.6505718709352,0.0
RECOAH22_reverse,0.0,dde2coa_c + h2o_c --> R_3hcddec5ecoa_c,,227.49989788707245,0.0
RECOAH23_reverse,0.0,h2o_c + tded5_2_coa_c --> R_3htd5coa_c,,550.022618976977,0.0
RECOAH24_reverse,0.0,h2o_c + td58_2_coa_c --> R_3htd58coa_c,,375.9297093133941,0.0
RECOAH25_reverse,0.0,dd6_2_coa_c + h2o_c --> R_3hdd6coa_c,,220.56392539051532,0.0
RECOAH26_reverse,0.0,dec4_2_coa_c + h2o_c --> R3hdec4coa_c,,837.1718803344404,0.0
RECOAH3_reverse,0.0,h2o_c + oc2coa_c --> R_3hocoa_c,,556.2649942238784,0.0
RECOAH4_reverse,0.0,dc2coa_c + h2o_c --> R_3hdcoa_c,,616.607954943925,0.0
RECOAH5_reverse,0.0,dd2coa_c + h2o_c --> R_3hddcoa_c,,246.22702362777656,0.0
RECOAH6_reverse,0.0,h2o_c + td2coa_c --> R_3hmrscoa_c,,120.68592144009332,0.0
RECOAH7_reverse,0.0,h2o_c + hdd2coa_c --> R_3hhdcoa_c,,576.3793144638939,0.0
RECOAH8_reverse,0.0,h2o_c + pt2coa_c --> R_3hptcoa_c,,609.6719824473679,0.0
RECOAH9_reverse,0.0,h2o_c + hp2coa_c --> R_3hhpcoa_c,,723.4219313909041,0.0
REPHACCOAI_reverse,0.0,2oxpaccoa_c --> rephaccoa_c,,,
RHA160tex_reverse,0.0,R_3hhdca_e --> R_3hhdca_p,,,
RHA160tpp_reverse,0.0,R_3hhdca_c --> R_3hhdca_p,,,
RHA50tex_reverse,0.0,R_3hpt_e --> R_3hpt_p,,,
RHA50tpp_reverse,0.0,R_3hpt_c --> R_3hpt_p,,,
RHACOAR100_reverse,0.0,R_3hdcoa_c + nadp_c --> 3odcoa_c + h_c + nadph_c,1.1.1.36,207.45895583241827,0.0
RHACOAR101_reverse,0.0,R3hdec4coa_c + nadp_c --> 3odec4coa_c + h_c + nadph_c,,305.96464709097654,0.0
RHACOAR120_reverse,0.0,R_3hddcoa_c + nadp_c --> 3oddcoa_c + h_c + nadph_c,,332.82983561603794,0.0
RHACOAR121d5_reverse,0.0,R_3hcddec5ecoa_c + nadp_c --> 3oddccoa_c + h_c + nadph_c,,203.35455202997835,0.0
RHACOAR121d6_reverse,0.0,R_3hdd6coa_c + nadp_c --> 3odd6coa_c + h_c + nadph_c,,239.92105863353407,0.0
RHACOAR140_reverse,0.0,R_3hmrscoa_c + nadp_c --> 3otdcoa_c + h_c + nadph_c,1.1.1.36,519.393644817853,0.0
RHACOAR141d5_reverse,0.0,R_3htd5coa_c + nadp_c --> 3odd5coa_c + h_c + nadph_c,,345.1430470233577,0.0
RHACOAR141d7_reverse,0.0,R_3hcmrs7ecoa_c + nadp_c --> 3otdccoa_c + h_c + nadph_c,,356.33687557546665,0.0
RHACOAR142_reverse,0.0,R_3htd58coa_c + nadp_c --> 3ohd58coa_c + h_c + nadph_c,,472.0064372805919,0.0
RHACOAR60_reverse,0.0,R_3hhcoa_c + nadp_c --> 3ohcoa_c + h_c + nadph_c,1.1.1.36,121.26647598117977,0.0
RHACOAR70_reverse,0.0,R_3hhpcoa_c + nadp_c --> 3ohpcoa_c + h_c + nadph_c,,789.1649129236774,0.0
RHACOAR80_reverse,0.0,R_3hocoa_c + nadp_c --> 3oocoa_c + h_c + nadph_c,1.1.1.36,759.6878310697907,0.0
RHACOAR90_reverse,0.0,R_3hnonacoa_c + nadp_c --> 3ononacoa_c + h_c + nadph_c,,334.6954737080561,0.0
RHACOARP100_reverse,0.0,R_3hpdecacoa_c + nadp_c --> 3opdecacoa_c + h_c + nadph_c,,627.227526536502,0.0
RHACOARP40_reverse,0.0,R_3hpbcoa_c + nadp_c --> 3opbcoa_c + h_c + nadph_c,,201.4889139379602,0.0
RHACOARP50_reverse,0.0,R_3hpptcoa_c + nadp_c --> 3opptcoa_c + h_c + nadph_c,,262.30871573775187,0.0
RHACOARP60_reverse,0.0,R_3hphxacoa_c + nadp_c --> 3ophxacoa_c + h_c + nadph_c,,450.3650354131814,0.0
RHACOARP70_reverse,0.0,R_3hphpcoa_c + nadp_c --> 3ophpcoa_c + h_c + nadph_c,,187.68319205702588,0.0
RHACOARP80_reverse,0.0,R_3hpoctacoa_c + nadp_c --> 3opoctacoa_c + h_c + nadph_c,,132.46030453328865,0.0
RHACOARP90_reverse,0.0,R_3hpnonacoa_c + nadp_c --> 3opnonacoa_c + h_c + nadph_c,,419.3954430856801,0.0
RHACOART60_reverse,0.0,R_3h6athcoa_c + nadp_c --> 3o6athcoa_c + h_c + nadph_c,,792.8961891077138,0.0
RHAP50tex_reverse,0.0,R_3hppta_e --> R_3hppta_p,,,
RHAP50tpp_reverse,0.0,R_3hppta_c --> R_3hppta_p,,,
RHAT40tex_reverse,0.0,R_3h4atba_e --> R_3h4atba_p,,,
RHAT40tpp_reverse,0.0,R_3h4atba_c --> R_3h4atba_p,,,
RIBtex_reverse,0.0,rib__D_p --> rib__D_e,,,
RMN_Et_reverse,0.0,rmn_c --> rmn_e,,,
RPE_reverse,0.0,xu5p__D_c --> ru5p__D_c,5.1.3.1,,
RPI_reverse_num1,0.0,ru5p__D_c --> r5p_c,5.3.1.6,,
SALCt_reverse,0.0,salc_c --> salc_e,,,
SBTPD_reverse,0.0,f6p_c + h_c + nadh_c --> nad_c + sbt6p_c,1.1.1.140,,
SBTtex_reverse,0.0,sbt__D_p --> sbt__D_e,,,
SDPTA_reverse_num1,0.0,glu__L_c + sl2a6o_c --> akg_c + sl26da_c,2.6.1.17,1041.6542376117134,0.0
SEAHCYSHYD_1_reverse,0.0,adn_c + selhcys_c --> h2o_c + seahcys_c,3.3.1.1,,
SELTt_reverse,0.0,slnt_c --> slnt_e,,,
SELtex_reverse,0.0,sel_p --> sel_e,,,
SERASr_reverse,0.0,ppi_c + seramp_c --> atp_c + h_c + ser__L_c,,1390.3882693268663,0.0
SERAT_reverse,0.0,acser_c + coa_c --> accoa_c + ser__L_c,2.3.1.30,,
SERR_reverse_num1,0.0,ser__D_c --> ser__L_c,"5.1.1.10,5.1.1.18",,
SHK3Dr_reverse_num1,0.0,nadp_c + skm_c --> 3dhsk_c + h_c + nadph_c,"1.1.1.25,1.1.1.282",,
SHSL2_reverse,0.0,h_c + hcys__L_c + succ_c --> h2s_c + suchms_c,"2.5.1.-,2.5.1.48",2113.53410646092,0.0
SHSL2r_reverse_num1,0.0,h_c + hcys__L_c + succ_c --> h2s_c + suchms_c,"2.5.1.-,2.5.1.48",995.6086125320544,0.0
SKMtex_reverse,0.0,skm_p --> skm_e,,,
SLNTtex_reverse,0.0,slnt_p --> slnt_e,,,
SMIA1_reverse,0.0,istfrnA_e --> fe2_e + stfrnA_e,,,
SMIB1_reverse,0.0,istfrnB_e --> fe2_e + stfrnB_e,,,
SO4tex_reverse,0.0,so4_p --> so4_e,,,
SPMDtex_reverse,0.0,spmd_p --> spmd_e,,,
SSCOARy_reverse,0.0,coa_c + nadp_c + sucsal_c --> h_c + nadph_c + succoa_c,1.2.1.76,1329.2448982674534,0.0
SUCBZT1_reverse,0.0,benzcoa_c + succ_c --> bz_c + 4.0 h_c + succoa_c,,,
SUCBZT2_reverse,0.0,4hbzcoa_c + succ_c --> 4hbz_c + succoa_c,,,
SUCOAS_reverse_num1,0.0,adp_c + pi_c + succoa_c --> atp_c + coa_c + succ_c,6.2.1.5,,
SUCRtex_reverse,0.0,sucr_p --> sucr_e,,,
SUCTARTtpp_reverse,0.0,succ_p + tartr__D_c --> succ_c + tartr__D_p,,,
SULFACtex_reverse,0.0,sulfac_p --> sulfac_e,,,
St_reverse,0.0,s_c --> s_e,,,
TAGtex_reverse,0.0,tag__D_p --> tag__D_e,,,
TALA_reverse_num1,0.0,e4p_c + f6p_c --> g3p_c + s7p_c,2.2.1.2,,
TARTRDtex_reverse,0.0,tartr__D_p --> tartr__D_e,,,
TARTR_L_Et_reverse,98.38866223268434,tartr__L_c --> tartr__L_e,,,
TARTRt7_reverse,0.0,succ_e + tartr__L_c --> succ_c + tartr__L_e,,,
TAURtex_reverse,0.0,taur_p --> taur_e,,,
TCYNTtex_reverse,0.0,tcynt_p --> tcynt_e,,,
TCYNTtpp_reverse,0.0,tcynt_c --> tcynt_p,,,
TGBPA_reverse,0.0,dhap_c + g3p_c --> tagdp__D_c,4.1.2.40,,
THMtex_reverse,0.0,thm_p --> thm_e,,,
THPAT_reverse,0.0,coa_c + nal2a6o_c --> accoa_c + h2o_c + thdp_c,"2.3.1.-,2.3.1.89",,
THYMt_reverse,0.0,thym_c --> thym_e,,,
THYMtex_reverse,0.0,thym_p --> thym_e,,,
TKT1_reverse_num1,0.0,g3p_c + s7p_c --> r5p_c + xu5p__D_c,2.2.1.1,925.2477262686668,0.0
TKT2_reverse_num1,0.0,f6p_c + g3p_c --> e4p_c + xu5p__D_c,2.2.1.1,603.4559816030837,0.0
TMAOtex_reverse,0.0,tmao_p --> tmao_e,,,
TMAtex_reverse,0.0,tma_p --> tma_e,,,
TMDPP_reverse_num1,0.0,2dr1p_c + thym_c --> pi_c + thymd_c,"2.4.2.2,2.4.2.4",,
TOLtex_reverse,0.0,tol_p --> tol_e,,,
TPI_reverse_num1,0.0,g3p_c --> dhap_c,5.3.1.1,,
TREtex_reverse,0.0,tre_p --> tre_e,,,
TRPAS2_reverse,4.279825983188429,indole_c + nh4_c + pyr_c --> h2o_c + trp__L_c,4.1.99.1,,
TRPS2_1_reverse,0.0,h2o_c + trp__L_c --> ind_c + ser__L_c,,,
TRPTA_reverse_num1,0.0,glu__L_c + indpyr_c --> akg_c + trp__L_c,2.6.1.27,1537.3353182286835,0.0
TRPtex_reverse,0.0,trp__L_p --> trp__L_e,,,
TRSARr_reverse,0.0,glyc__R_c + nad_c --> 2h3oppan_c + h_c + nadh_c,"1.1.1,1.1.1.60",,
TTRCYCtex_reverse,0.0,ttrcyc_p --> ttrcyc_e,,,
TYMtex_reverse,0.0,tym_p --> tym_e,,,
TYRTA_reverse_num1,0.0,34hpp_c + glu__L_c --> akg_c + tyr__L_c,"2.6.1.1,2.6.1.5,2.6.1.57,2.6.1.9",762.1457047929184,0.0
UAG2EMA_reverse_num1,15.058409947358264,acmana_c + h_c + udp_c --> h2o_c + uacgam_c,"3.2.1.183,5.1.3.14,5.1.3.7",,
UAG4Ei_reverse_num1,0.0,udpacgal_c --> uacgam_c,"5.1.3.2,5.1.3.7",,
UAGPT2_1_reverse,0.0,h_c + uaaGgla_c + udp_c --> uaGgla_c + uacgam_c,,,
UDPACGLP_reverse,0.0,ppi_c + udpacgal_c --> acgam1p_c + h_c + utp_c,2.7.7.23,1299.5444467521415,0.0
UDPG4E_reverse_num1,0.0,udpgal_c --> udpg_c,5.1.3.2,,
UMPK_reverse_num1,0.0,adp_c + udp_c --> atp_c + ump_c,"2.7.4.14,2.7.4.22,2.7.4.4",,
URATEtex_reverse,0.0,urate_p --> urate_e,,,
URAt_reverse_num1,0.0,ura_c --> ura_e,,,
URAtex_reverse,0.0,ura_p --> ura_e,,,
UREASE_reverse_num1,0.0,adp_c + allphn_c + h_c + pi_c --> atp_c + hco3_c + urea_c,6.3.4.6,1198.9865486948463,0.0
UREAt_reverse_num1,0.0,urea_c --> urea_e,,,
UREAtpp_reverse,0.0,urea_c --> urea_p,,,
URIDK2r_reverse_num1,1.970091773412881,adp_c + dudp_c --> atp_c + dump_c,"2.7.4.13,2.7.4.4,2.7.4.9",,
VACOAI_reverse,0.0,b2coa_c --> vaccoa_c,5.3.3.3,,
VACOAI_2_reverse,0.0,ctncoa_c --> 4.0 h_c + vaccoa_c,,,
VALTA_reverse_num1,0.0,3mob_c + glu__L_c --> akg_c + val__L_c,"2.6.1.42,2.6.1.6",780.8918277695826,0.0
VANLNtex_reverse,0.0,vanln_p --> vanln_e,,,
VANLTtex_reverse,0.0,vanlt_p --> vanlt_e,,,
VCACT_reverse_num1,0.0,3optcoa_c + coa_c --> accoa_c + ppcoa_c,,843.1488597021187,0.0
VCOAD_reverse_num1,0.0,fadh2_c + pt2coa_c --> fad_c + ptcoa_c,,1606.0665581118176,0.0
VECOAH_reverse_num1,0.0,h2o_c + pt2coa_c --> 3hptcoa_c,,578.2298480464776,0.0
VNDH_2_reverse_num1,0.0,4hbz_c + 2.0 h_c + nadh_c --> 4hbald_c + h2o_c + nad_c,"1.2.1.28,1.2.1.64",2152.869240361169,0.0
VPAMTr_reverse_num1,0.0,pyr_c + val__L_c --> 3mob_c + ala__L_c,2.6.1.66,,
XANtpp_reverse,0.0,xan_c --> xan_p,,,
XYLOS1_reverse,0.0,4.0 xyl__D_c --> 3.0 h2o_c + xyl4_c,,,
XYLOS2_reverse,0.0,3.0 xyl__D_c --> 2.0 h2o_c + xyl3_c,,,
XYLOS3_reverse,0.0,2.0 xyl__D_c --> h2o_c + xylb_c,,,
XYLt_reverse,0.0,xyl__D_c --> xyl__D_e,,,
XYLtex_reverse,0.0,xyl__D_p --> xyl__D_e,,,
YUMPS_reverse_num1,0.0,h2o_c + psd5p_c --> r5p_c + ura_c,,1246.727456638801,0.0
araphe1_reverse,0.0,leu__L_c + phpyr_c --> 4mop_c + phe__L_c,,,
araphe2_reverse,0.0,ile__L_c + phpyr_c --> 3mop_c + phe__L_c,,,
araphe3_reverse,0.0,phpyr_c + trp__L_c --> indpyr_c + phe__L_c,,,
aratry1_reverse,0.0,indpyr_c + leu__L_c --> 4mop_c + trp__L_c,,,
aratry2_reverse,0.0,ile__L_c + indpyr_c --> 3mop_c + trp__L_c,,,
aratyr1_reverse,0.0,34hpp_c + leu__L_c --> 4mop_c + tyr__L_c,,,
aratyr2_reverse,0.0,34hpp_c + ile__L_c --> 3mop_c + tyr__L_c,,,
aratyr3_reverse,0.0,34hpp_c + phe__L_c --> phpyr_c + tyr__L_c,,,
aratyr4_reverse,0.0,34hpp_c + trp__L_c --> indpyr_c + tyr__L_c,,,
r2535_reverse,0.0,hom__L_c --> hom__L_e,,,
2AGPEAT120_num2,0.0,2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c,,3605.2476160772994,0.0
2AGPEAT120_num3,0.0,2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c,,,
2AGPEAT140_num2,0.0,2agpe140_c + atp_c + ttdca_c --> amp_c + pe140_c + ppi_c,,3883.95256707168,0.0
2AGPEAT140_num3,0.0,2agpe140_c + atp_c + ttdca_c --> amp_c + pe140_c + ppi_c,,,
2AGPEAT141_num2,0.0,2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c,,2402.8348275015464,0.0
2AGPEAT141_num3,0.0,2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c,,,
2AGPEAT160_num2,0.0,2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c,2.3.1.40,1936.99940941094,0.0
2AGPEAT160_num3,0.0,2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c,2.3.1.40,,
2AGPEAT161_num2,0.0,2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c,,547.4561537389604,0.0
2AGPEAT161_num3,0.0,2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c,,,
2AGPEAT180_num2,0.0,2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c,2.3.1.40,1327.830016523224,0.0
2AGPEAT180_num3,0.0,2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c,2.3.1.40,,
2AGPEAT181_num2,0.0,2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c,,3499.7378846294264,0.0
2AGPEAT181_num3,0.0,2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c,,,
2AGPGAT120_num2,0.0,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,,3236.9589308347263,0.0
2AGPGAT120_num3,0.0,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,,,
2AGPGAT141_num2,0.0,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,,1168.5700445264356,0.0
2AGPGAT141_num3,0.0,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,,,
2AGPGAT160_num2,0.0,2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c,,3346.450161582517,0.0
2AGPGAT160_num3,0.0,2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c,,,
2AGPGAT161_num2,0.0,2agpg161_c + atp_c + hdcea_c --> amp_c + pg161_c + ppi_c,,2251.537854104597,0.0
2AGPGAT161_num3,0.0,2agpg161_c + atp_c + hdcea_c --> amp_c + pg161_c + ppi_c,,,
2AGPGAT180_num2,0.0,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,,1154.6347969767164,0.0
2AGPGAT180_num3,0.0,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,,,
2AGPGAT181_num2,0.0,2agpg181_c + atp_c + ocdcea_c --> amp_c + pg181_c + ppi_c,,3055.800712688379,0.0
2AGPGAT181_num3,0.0,2agpg181_c + atp_c + ocdcea_c --> amp_c + pg181_c + ppi_c,,,
3HBCOAHL_num2,0.0,3hibutcoa_c + h2o_c --> 3hmp_c + coa_c + h_c,3.1.2.4,901.667748596072,0.0
3HOXPACt2pp_num2,0.0,3hoxpac_p + h_p --> 3hoxpac_c + h_c,,,
3OXCOAT_num2,0.0,coa_c + oxadpcoa_c --> accoa_c + succoa_c,"2.3.1.16,2.3.1.174",,
3PEPTabcpp_num2,0.0,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c,,1830.120114165276,0.0
3PEPTabcpp_num3,0.0,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c,,761.9930351162944,0.0
3PEPTabcpp_num4,0.0,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c,,1035.6717064652998,0.0
4ABUTD_num2,0.0,4abutn_c + h2o_c + nadp_c --> 4abut_c + 2.0 h_c + nadph_c,"1.2.1,1.2.1.3",4430.742523094594,0.0
4ABUTD_num3,0.0,4abutn_c + h2o_c + nadp_c --> 4abut_c + 2.0 h_c + nadph_c,"1.2.1,1.2.1.3",89.5079314708214,0.0
4ABUTD_num4,0.0,4abutn_c + h2o_c + nadp_c --> 4abut_c + 2.0 h_c + nadph_c,"1.2.1,1.2.1.3",,
4H2KPILY_num2,0.0,4h2kpi_c --> pyr_c + sucsal_c,4.1.2.52,,
4HOXPACt2pp_num2,0.0,4hphac_p + h_p --> 4hphac_c + h_c,,,
4PEPTabcpp_num2,7.529204973679132,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,,2134.832591419747,0.0035268362512078364
4PEPTabcpp_num3,0.0,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,,1361.9453678762056,0.0
4PEPTabcpp_num4,0.0,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,,1175.432652472469,0.0
5DGLCNR_num2,0.0,5dglcn_c + h_c + nadph_c --> glcn_c + nadp_c,"1.1.1,1.1.1.69",,
5DKGR_num2,0.0,glcn_c + nad_c --> 5dglcn_c + h_c + nadh_c,,,
AACOAT_num2,0.0,acac_c + atp_c + coa_c --> aacoa_c + amp_c + ppi_c,6.2.1.16,421.6429118785574,0.0
AACPS2_num2,0.0,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c,6.2.1.20,2002.6941478596152,0.0
AACPS2_num3,0.0,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c,6.2.1.20,,
AACPS4_num2,0.0,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,,2275.4268499041154,0.0
AACPS4_num3,0.0,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,,,
AACPS7_num2,0.0,ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c,6.2.1.l,2060.4258877084512,0.0
AACPS7_num3,0.0,ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c,6.2.1.l,,
AACPS9_num2,0.0,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,6.2.1.l,2279.4083492040354,0.0
AACPS9_num3,0.0,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,6.2.1.l,,
AACTOOR_num2,0.0,aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c,"1.4.3.21,1.4.3.4,1.4.3.6",1870.7628423587523,0.0
AADa_num2,0.0,aad_c + coa_c --> accoa_c + amp_c,,,
AADb_num2,0.0,ac_c + atp_c --> aad_c + ppi_c,,,
AASAD3_num2,0.0,L2aadp6sa_c + h2o_c + nad_c --> L2aadp_c + 2.0 h_c + nadh_c,1.2.1.31,,
AATA_num2,0.0,2oxoadp_c + glu__L_c --> L2aadp_c + akg_c,2.6.1.39,,
ABTA_num2,0.0,4abut_c + akg_c --> glu__L_c + sucsal_c,2.6.1.19,1980.694197520555,0.0
ABTA_num3,0.0,4abut_c + akg_c --> glu__L_c + sucsal_c,2.6.1.19,4196.82555453439,0.0
ABTA_num4,0.0,4abut_c + akg_c --> glu__L_c + sucsal_c,2.6.1.19,,
ABUTD_num2,0.0,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,"1.2.1.-,1.2.1.19,1.2.1.3",4474.142494380471,0.0
ABUTD_num3,0.0,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,"1.2.1.-,1.2.1.19,1.2.1.3",689.922814885087,0.0
ABUTD_num4,0.0,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,"1.2.1.-,1.2.1.19,1.2.1.3",341.2125963876001,0.0
ABUTD_num5,0.0,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,"1.2.1.-,1.2.1.19,1.2.1.3",330.4908238922636,0.0
ABUTD_num6,0.0,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,"1.2.1.-,1.2.1.19,1.2.1.3",1649.7738964239427,0.0
ABUTD_num7,0.0,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,"1.2.1.-,1.2.1.19,1.2.1.3",1431.702351156127,0.0
