,fluxes,equ,ec-code,kcat_MW,E
NIt5,0.0,ni2_c --> ni2_e,,,
NMNAT,0.0,atp_c + h_c + nmn_c --> nad_c + ppi_c,"2.7.7.1,2.7.7.18",4722.560589107464,0.0
NMNDA,535.8325732924012,h2o_c + nmn_c --> nh4_c + nicrnt_c,3.5.1.42,,
NMNHYD,0.0,h2o_c + nmn_c --> pi_c + rnam_c,"3.1.3.-,3.1.3.5",2862.0158224596767,0.0
NMNN,0.0,h2o_c + nmn_c --> h_c + ncam_c + r5p_c,3.2.2.14,437.6235311114629,0.0
NMNP,536.0040885817018,nmn_e --> nmn_c,,,
NMO,0.0,etha_c + fmnh2_c + o2_c --> acald_c + fmn_c + 6.0 h_c + no2_c,,496.0165356666716,0.0
NMTHDA,0.0,atp_c + 2.0 h2o_c + mthd_c --> Ncarbsar_c + adp_c + 2.0 h_c + pi_c,,810.3498901443421,0.0
NNAM,0.0,h2o_c + ncam_c --> nac_c + nh4_c,3.5.1.19,4144.209862029832,0.0
NNATr,0.0,atp_c + h_c + nicrnt_c --> dnad_c + ppi_c,"2.7.7.1,2.7.7.18",5603.576093966167,0.0
NNDPR,0.0,2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,2.4.2.19,,
NO2t2r,0.0,h_e + no2_e --> h_c + no2_c,,,
NO2t2rpp_num1,0.0,h_p + no2_p --> h_c + no2_c,,,
NO2t3,0.0,h_e + no2_c --> h_c + no2_e,,,
NO3R1_num1,0.0,2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_e + no2_c + q8_c,,,
NO3R1pp_num1,0.0,2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_p + no2_c + q8_c,,,
NO3R2,0.0,2.0 h_c + mql8_c + no3_c --> h2o_c + 2.0 h_e + mqn8_c + no2_c,,1937.4134170714428,0.0
NO3R2pp_num1,0.0,2.0 h_c + mql8_c + no3_c --> h2o_c + 2.0 h_p + mqn8_c + no2_c,,1125.8649222710171,0.0
NO3R3pp_num1,0.0,2.0 focytC_c + 4.0 h_c + no3_c --> 2.0 ficytC_c + h2o_c + 2.0 h_p + no2_c,,1703.6716151031956,0.0
NO3abc_num1,0.0,atp_c + h2o_c + no3_e --> adp_c + h_c + no3_c + pi_c,,,
NO3abcpp_num1,0.0,atp_c + h2o_c + no3_p --> adp_c + h_c + no3_c + pi_c,3.6.3.26,,
NO3t,0.0,no3_e --> no3_c,,,
NO3t2,0.0,h_e + no3_e --> h_c + no3_c,,,
NO3t2pp,0.0,h_p + no3_p --> h_c + no3_c,,,
NO3t7,0.0,no2_c + no3_e --> no2_e + no3_c,,,
NO3t7pp,0.0,no2_c + no3_p --> no2_p + no3_c,,,
NO3tex,0.0,no3_e --> no3_p,,,
NONAtexi,0.0,nona_e --> nona_p,,,
NOR_syn_1,0.0,6.0 fdxrd_c + 7.0 h_c + no2_c --> 6.0 fdxo_2_2_c + 2.0 h2o_c + nh3_c,,406.8120539464831,0.0
NOS1_1,0.0,arg__L_c + nadph_c + o2_c --> h2o_c + nadp_c + nwharg_c,,,
NOS3,0.0,nadph_c + 2.0 nwharg_c + o2_c --> 2.0 citr__L_c + 3.0 h_c + nadp_c + 2.0 no_c,,,
NOVBCNtex,0.0,novbcn_e --> novbcn_p,,,
NOVBCNtpp,0.0,h_p + novbcn_p --> h_c + novbcn_e,,,
NOX_num1,0.0,h_c + nadh_c + o2_c --> h2o2_c + nad_c,"1.6.3.1,1.6.3.3",,
NP1,0.0,h_c + nac_c + r1p_c --> nicrns_c + pi_c,2.4.2.1,,
NP1_1,0.0,nicrns_c + pi_c --> h_c + nac_c + r1p_c,,,
NPHS_num1,0.007529204973679131,sbzcoa_c --> coa_c + dhna_c,4.1.3.36,,
NPHSa,0.0,h_c + sbzcoa_c --> 14dh2napcoa_c + h2o_c,,,
NPHSb,0.0,14dh2napcoa_c + h2o_c --> coa_c + dhna_c + h_c,,,
NT5C,0.0,h2o_c + nicrnt_c --> nicrns_c + pi_c,"3.1.3.-,3.1.3.5",1882.2562416521137,0.0
NTD1_num1,0.0,dump_c + h2o_c --> duri_c + pi_c,"3.1.3.5,3.1.3.89",,
NTD10,0.0,h2o_c + xmp_c --> pi_c + xtsn_c,3.1.3.5,,
NTD11,0.0,h2o_c + imp_c --> ins_c + pi_c,"3.1.3.5,3.1.3.99",,
NTD12,0.0,dimp_c + h2o_c --> din_c + pi_c,,,
NTD2_num1,0.0,h2o_c + ump_c --> pi_c + uri_c,3.1.3.5,,
NTD3,0.0,dcmp_c + h2o_c --> dcyt_c + pi_c,"3.1.3.5,3.1.3.89",,
NTD4_num1,0.0,cmp_c + h2o_c --> cytd_c + pi_c,"3.1.3.5,3.1.3.91",,
NTD5_num1,0.0,dtmp_c + h2o_c --> pi_c + thymd_c,"3.1.3.35,3.1.3.5,3.1.3.89",,
NTD6,0.0,damp_c + h2o_c --> dad_2_c + pi_c,"3.1.3.5,3.1.3.89",,
NTD7_num1,0.0,amp_c + h2o_c --> adn_c + pi_c,3.1.3.5,,
NTD8,0.0,dgmp_c + h2o_c --> dgsn_c + pi_c,"3.1.3.5,3.1.3.89",,
NTD9_num1,0.0,gmp_c + h2o_c --> gsn_c + pi_c,3.1.3.5,,
NTP1_num1,0.0,atp_c + h2o_c --> adp_c + h_c + pi_c,"3.6.1.15,3.6.1.3,3.6.1.5,3.6.1.8,3.6.3.1,3.6.3.10,3.6.3.11,3.6.3.12,3.6.3.14,3.6.3.15,3.6.3.16,3.6.3.17,3.6.3.18,3.6.3.19,3.6.3.2,3.6.3.20,3.6.3.21,3.6.3.22,3.6.3.23,3.6.3.24,3.6.3.25,3.6.3.26,3.6.3.27,3.6.3.28,3.6.3.29,3.6.3.3,3.6.3.30,3.6.3.31,3.6.3.32,3.6.3.33,3.6.3.34,3.6.3.35,3.6.3.36,3.6.3.37,3.6.3.38,3.6.3.39,3.6.3.4,3.6.3.40,3.6.3.41,3.6.3.42,3.6.3.43,3.6.3.44,3.6.3.46,3.6.3.47,3.6.3.48,3.6.3.49,3.6.3.5,3.6.3.50,3.6.3.51,3.6.3.52,3.6.3.53,3.6.3.54,3.6.3.6,3.6.3.7,3.6.3.8,3.6.3.9,3.6.4.1,3.6.4.10,3.6.4.11,3.6.4.12,3.6.4.13,3.6.4.2,3.6.4.3,3.6.4.4,3.6.4.5,3.6.4.6,3.6.4.7,3.6.4.8,3.6.4.9",,
NTP10,0.0,h2o_c + itp_c --> h_c + idp_c + pi_c,"3.6.1,3.6.1.5",,
NTP11,0.0,ditp_c + h2o_c --> didp_c + h_c + pi_c,,,
NTP3_num1,0.0,gtp_c + h2o_c --> gdp_c + h_c + pi_c,"3.6.1.15,3.6.1.5,3.6.5.1,3.6.5.2,3.6.5.3,3.6.5.4,3.6.5.5,3.6.5.6",,
NTP5_num1,0.0,ctp_c + h2o_c --> cdp_c + h_c + pi_c,"3.6.1.15,3.6.1.5",,
NTPP1,0.0,dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c,"3.6.1.-,3.6.1.19,3.6.1.9",,
NTPP10_num1,0.0,ditp_c + h2o_c --> dimp_c + h_c + ppi_c,"3.6.1.-,3.6.1.66",,
NTPP10_1,0.0,ditp_c + h2o_c --> dimp_c + h_c + ppi_c,,,
NTPP11_num1,0.0,h2o_c + xtp_c --> h_c + ppi_c + xmp_c,"3.6.1.-,3.6.1.66",,
NTPP11_1,0.0,h2o_c + xtp_c --> h_c + ppi_c + xmp_c,,,
NTPP1_1,0.0,dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c,,,
NTPP2_num1,0.0,gtp_c + h2o_c --> gmp_c + h_c + ppi_c,"3.6.1.-,3.6.1.8,3.6.1.9",,
NTPP2_1,0.0,gtp_c + h2o_c --> gmp_c + h_c + ppi_c,,,
NTPP3_num1,0.0,dctp_c + h2o_c --> dcmp_c + h_c + ppi_c,"3.6.1.12,3.6.1.65,3.6.1.9",,
NTPP4_num1,0.0,ctp_c + h2o_c --> cmp_c + h_c + ppi_c,"3.6.1.65,3.6.1.8,3.6.1.9",,
NTPP5,0.0,datp_c + h2o_c --> damp_c + h_c + ppi_c,"3.6.1.19,3.6.1.9",,
NTPP6,0.0,atp_c + h2o_c --> amp_c + h_c + ppi_c,"3.6.1.8,3.6.1.9",,
NTPP7,0.0,dttp_c + h2o_c --> dtmp_c + h_c + ppi_c,"3.6.1.19,3.6.1.9",,
NTPP8,0.0,h2o_c + utp_c --> h_c + ppi_c + ump_c,"3.6.1.8,3.6.1.9",,
NTPP8_1,0.0,h2o_c + utp_c --> h_c + ppi_c + ump_c,,,
NTPP9_num1,0.0,h2o_c + itp_c --> h_c + imp_c + ppi_c,"3.6.1.-,3.6.1.8,3.6.1.9",,
NTPP9_1,0.0,h2o_c + itp_c --> h_c + imp_c + ppi_c,,,
NTPTP1_num1,0.0,dgtp_c + h2o_c --> dgsn_c + pppi_c,3.1.5.1,,
NTPTP2_num1,0.0,gtp_c + h2o_c --> gsn_c + pppi_c,,,
NTR3B_num1,0.0,2.0 h_c + mql7_c + no3_c --> h2o_c + 2.0 h_e + mqn7_c + no2_c,,293.39441531264856,0.0
NTRIR2x_num1,0.0,5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c,"1.7.1.15,1.7.1.4",,
NTRIR2y,0.0,5.0 h_c + 3.0 nadph_c + no2_c --> 2.0 h2o_c + 3.0 nadp_c + nh4_c,1.7.1.4,,
NTRIRx_num1,0.0,4.0 h_c + 3.0 nadh_c + no2_c --> h2o_c + 3.0 nad_c + nh4oh_c,,,
NTRIRy_num1,0.0,4.0 h_c + 3.0 nadph_c + no2_c --> h2o_c + 3.0 nadp_c + nh4oh_c,1.7.1.4,,
O2XOADOX,0.0,2oxoadp_c + coa_c + 5.0 h_c + nad_c --> co2_c + gcoa_c + nadh_c,,3413.463522871186,0.0
O2tex,720.1500671411098,o2_e --> o2_p,,,
O2tpp,720.1500671411098,o2_p --> o2_c,,,
OAADC_num1,0.0,h_c + oaa_c --> co2_c + pyr_c,"1.1.1.38,1.1.1.40,4.1.1.3",1788.8033786272547,0.0
OAADCS,0.0,h_c + 2.0 na1_c + oaa_c --> co2_c + 2.0 na1_p + pyr_c,,2854.097086924297,0.0
OAAt2_2pp,0.0,2.0 h_p + oaa_p --> 2.0 h_c + oaa_c,,,
OAAtex,0.0,oaa_e --> oaa_p,5.3.2.2,,
OARGDC,0.0,5g2oxpt_c + h_c --> co2_c + gdbtal_c,4.1.1.75,,
OBDHc_num1,0.0,2obut_c + coa_c + nad_c --> co2_c + nadh_c + ppcoa_c,,1847.798835893509,0.0
OBTFL,0.0,2obut_c + coa_c --> for_c + ppcoa_c,"2.3.1,2.3.1.54",1490.8475018828617,0.0
OCBT,0.0,cbp_c + orn_c --> citr__L_c + h_c + pi_c,2.1.3.3,1108.969924823879,0.0
OCBT_1,0.0,cbp_c + orn__L_c --> citr__L_c + h_c + pi_c,2.1.3.3,2700.1006865277054,0.0
OCBT_2,0.0,cbp_c + orn_c --> citr__L_c + h_c + pi_c,,2130.016402922591,0.0
OCDOR,0.0,h_c + malcoa_c + nadph_c --> 3opcoa_c + h2o_c + nadp_c,,,
OCOAT1_num1,0.0,acac_c + succoa_c --> aacoa_c + succ_c,2.8.3.5,,
OCOAT2r,0.0,3mb_c + succoa_c --> ivcoa_c + succ_c,,,
OCOAT4,0.0,dhcrn_c + succoa_c --> dhcrncoa_c + succ_c,,,
OCTAtex,0.0,octa_e --> octa_p,,,
OCTDPS_num1,0.0075292049736791315,frdp_c + 5.0 ipdp_c --> octdp_c + 5.0 ppi_c,2.5.1.90,,
ODH2E,0.0,2oxoadp_c + coa_c + nad_c --> co2_c + glutcoa_c + nadh_c,,,
OGDE1,0.0,2oxoadp_c + h_c + lpam_c --> S_gtrdhdlp_c + co2_c,,,
OHCUDC2,0.0,5houdic_c + h_c --> alltn__R_c + co2_c,,,
OHEDH,0.0,2ohed_c + h2o_c --> 24dhhed_c,4.2.1.-,,
OHPBAT,0.0,glu__L_c + ohpb_c --> akg_c + phthr_c,2.6.1.52,,
OIVD1r_num1,0.0,4mop_c + coa_c + nad_c --> co2_c + ivcoa_c + nadh_c,"1.2.1,1.2.1.25",922.5473147464456,0.0
OIVD2_num1,0.0,3mob_c + coa_c + nad_c --> co2_c + ibcoa_c + nadh_c,1.2.1.25,1232.5961651719394,0.0
OIVD2E,0.0,3mop_c + coa_c + 4.0 h_c + nad_c --> co2_c + m2bcoa_c + nadh_c,,,
OIVD3_num1,0.0,3mop_c + coa_c + nad_c --> 2mbcoa_c + co2_c + nadh_c,"1.2.1,1.2.1.25",1038.055710003002,0.0
OMCDC_num1,0.0,3c4mop_c + h_c --> 4mop_c + co2_c,1.1.1.85,1993.396454757829,0.0
OMPDC,0.0,h_c + orot5p_c --> co2_c + ump_c,4.1.1.23,,
OOR3r,98.38866223268455,akg_c + coa_c + fdxox_c --> co2_c + fdxrd_c + h_c + succoa_c,1.2.7.3,,
OPAH_num1,0.0,5oxpro_c + atp_c + 2.0 h2o_c --> adp_c + glu__L_c + h_c + pi_c,3.5.2.9,1382.958828261218,0.0
OPETDC,0.0,5cohe_c + h_c --> 2hh24dd_c + co2_c,,812.9210236595804,0.0
OPHBDC,0.0,3ophb_c + h_c --> 2oph_c + co2_c,4.1.1.98,,
OPHHXy,0.0,2oph_c + h_c + nadph_c + o2_c --> 2ohph_c + h2o_c + nadp_c,,281.5512284008689,0.0
OPP_num1,0.0,hepdp_c + ipdp_c --> octdp_c + ppi_c,,1960.3825363708968,0.0
OPTCCL,0.0,5cohe_c + h_c --> 2hh24dd_c + co2_c,,1417.296927924549,0.0
ORN5O,0.0,nadh_c + o2_c + orn_c --> h2o_c + n5horn_c + nad_c,,1415.1125434915416,0.0
ORNCD,0.0,orn_c --> nh4_c + pro__L_c,4.3.1.12,,
ORNCD_2,0.0,orn_c --> nh4_c + pro__L_c,,,
ORNDC,0.0,h_c + orn_c --> co2_c + ptrc_c,4.1.1.17,7720.507280513634,0.0
ORNTA_num1,0.0,akg_c + orn_c --> glu5sa_c + glu__L_c,2.6.1.13,510.5338224964325,0.0
ORNTAC,0.0,acorn_c + glu__L_c --> acglu_c + orn_c,2.3.1.35,5586.76999021839,0.0
ORNTAC_1,0.0,acorn_c + glu__L_c --> acglu_c + orn__L_c,2.3.1.35,3641.800424714535,0.0
ORNTA_1,0.0,akg_c + orn__L_c --> glu5sa_c + glu__L_c,2.6.1.13,751.0283430474138,0.0
ORNabc,0.0,atp_c + h2o_c + orn_e --> adp_c + h_c + orn_c + pi_c,3.6.3.21,3141.503127581201,0.0
ORNabcpp_num1,0.0,atp_c + h2o_c + orn_p --> adp_c + h_c + orn_c + pi_c,3.6.3.21,,
ORNt_num1,0.0,orn_e --> orn_c,,,
ORNt2,0.0,h_e + orn__L_e --> h_c + orn__L_c,,1189.9120728689545,0.0
OROTt2_2pp,0.0,2.0 h_p + orot_p --> 2.0 h_c + orot_c,,,
OROTtex,0.0,orot_e --> orot_p,,,
ORPT,0.0,orot5p_c + ppi_c --> orot_c + prpp_c,2.4.2.10,,
OXACOAL,0.0,atp_c + coa_c + oxa_c --> amp_c + oxalcoa_c + ppi_c,6.2.1.8,,
OXAt_1,0.0,oxa_e --> oxa_c,,,
OXCOAHDH,0.0,2oxpaccoa_c + 2.0 h2o_c + nadp_c --> 3oxdhscoa_c + 2.0 h_c + nadph_c,,,
OXDHCOAT,0.0,3oxdhscoa_c + coa_c --> 23dhacoa_c + accoa_c,2.3.1.223,2025.318158864364,0.0
OXGDC_num1,0.0,akg_c + h_c --> co2_c + sucsal_c,4.1.1.71,,
OXGDC2,0.0,akg_c + h_c + thmpp_c --> co2_c + ssaltpp_c,4.1.1.71,,
OXOADLR,0.0,2oxoadp_c + h_c + lpam_c --> S_gtrdhdlp_c + co2_c,1.2.4.2,2282.810653623,0.0
OXOAEL,0.0,5odhf2a_c + h2o_c --> 3oxoadp_c + h_c,3.1.1.24,,
OXPTNDH,0.0,h2o_c + nad_c + oxptn_c --> glutar_c + 2.0 h_c + nadh_c,1.2.1.20,360.9101299538298,0.0
P3PCL,0.0,p3pyr_c --> Pald_c + co2_c + 2.0 h_c,,,
P5CD_num1,43.725530448623495,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c,"1.2.1.88,1.5.1.12",,
P5CN,0.0,glusemald_c --> h2o_c + pyr5carb_c,,,
P5CR,0.0,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,1.5.1.2,,
P5CRx,0.0,1pyr5c_c + 2.0 h_c + nadh_c --> nad_c + pro__L_c,"1.5.1.2,1.5.99.8",,
PA120abcpp_num1,0.0,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_p + pi_c,,1100.7033950103607,0.0
PA140abcpp_num1,0.0,atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_p + pi_c,,838.8709314214368,0.0
PA141abcpp_num1,0.0,atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_p + pi_c,,441.0869963536487,0.0
PA160abcpp_num1,0.0,atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_p + pi_c,,542.7988379785768,0.0
PA161abcpp_num1,0.0,atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_p + pi_c,,1225.5773391835398,0.0
PA180abcpp_num1,0.0,atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_p + pi_c,,2015.1029216978332,0.0
PA181abcpp_num1,0.0,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_p + pi_c,,523.6649271778477,0.0
PABB,0.0,chor_c + nh4_c --> 4adcho_c + h2o_c,2.6.1.85,756.8457751537352,0.0
PACALDt,0.0,pacald_c --> pacald_e,,,
PACALtabcpp,0.0,atp_c + h2o_c + pacald_p --> adp_c + h_c + pacald_c + pi_c,,,
PACCOAE,0.0,h_c + nadph_c + o2_c + phaccoa_c --> h2o_c + nadp_c + rephaccoa_c,,,
PACCOAL,0.0,atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c,6.2.1.30,,
PACPT_1_num1,0.0,coa_c + ppad_c --> amp_c + ppcoa_c,,,
PACt3,0.0,na1_p + pac_p --> na1_c + pac_c,,179.17542198550794,0.0
PANTS,0.0,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,6.3.2.1,2170.552101754716,0.0
PANTS_1,0.0,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,,2863.3232517722704,0.0
PAPA120,0.0,h2o_c + pa120_c --> 12dgr120_c + pi_c,,,
PAPA120pp,0.0,h2o_p + pa120_p --> 12dgr120_p + pi_p,,,
PAPA140,0.0,h2o_c + pa140_c --> 12dgr140_c + pi_c,,,
PAPA140pp,0.0,h2o_p + pa140_p --> 12dgr140_p + pi_p,,,
PAPA141,0.0,h2o_c + pa141_c --> 12dgr141_c + pi_c,,,
PAPA141pp,0.0,h2o_p + pa141_p --> 12dgr141_p + pi_p,,,
PAPA160,0.0,h2o_c + pa160_c --> 12dgr160_c + pi_c,3.1.3.4,,
PAPA160pp,0.0,h2o_p + pa160_p --> 12dgr160_p + pi_p,3.1.3.4,,
PAPA161,0.0,h2o_c + pa161_c --> 12dgr161_c + pi_c,,,
PAPA161pp,0.0,h2o_p + pa161_p --> 12dgr161_p + pi_p,,,
PAPA180,0.0,h2o_c + pa180_c --> 12dgr180_c + pi_c,,,
PAPA180pp,0.0,h2o_p + pa180_p --> 12dgr180_p + pi_p,,,
PAPA181,0.0,h2o_c + pa181_c --> 12dgr181_c + pi_c,,,
PAPA181pp,0.0,h2o_p + pa181_p --> 12dgr181_p + pi_p,,,
PAPPT3,7.529204973679131,udcpp_c + ugmda_c --> uagmda_c + ump_c,2.7.8.13,,
PAPSR_num1,0.0,paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c,1.8.4.8,930.178331445357,0.0
PBAL,0.0,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,6.3.2.1,3811.222587348697,0.0
PC_num1,0.0,atp_c + hco3_c + pyr_c --> adp_c + h_c + oaa_c + pi_c,6.4.1.1,,
PC2DHG,0.0,dscl_c + nadp_c --> h_c + nadph_c + scl_c,,,
PCADYOX,0.0,34dhbz_c + o2_c --> CCbuttc_c + 2.0 h_c,1.13.11.3,,
PCMEH3pp,0.0,4hba_p + mqn8_c --> 4hbald_p + mql8_c,,,
PCNO,0.0,nadp_c + ppcoa_c --> h_c + nadph_c + prpncoa_c,"1.3.1.-,1.3.1.84",820.2690095314158,0.0
PDBL_3,0.0,dhap_c + gln__L_c + ru5p__D_c --> glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c,,,
PDBL_4,0.016790127091304462,dhap_c + gln__L_c + r5p_c --> glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c,,,
PDC,0.0,2ahethmpp_c --> acald_c + thmpp_c,,,
PDE1_num1,0.0,camp_c + h2o_c --> amp_c + h_c,"3.1.4.17,3.1.4.53",2341.967766905677,0.0
PDE4_num1,0.0,35cgmp_c + h2o_c --> gmp_c + h_c,"3.1.4.17,3.1.4.35",4384.48545674517,0.0
PDH_num1,20.329554376016727,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,"1.2.1,1.2.1.51,1.2.4.1,1.8.1.4,2.3.1.12",,
PDHa_num1,0.0,h_c + lpam_c + pyr_c --> adhlam_c + co2_c,1.2.4.1,3240.353405842428,0.0
PDHbr_num1,0.0,adhlam_c + coa_c --> accoa_c + dhlam_c,"2.3.1.12,2.3.1.168",665.6931200312079,0.0
PDHcr_num1,0.0,dhlam_c + nad_c --> h_c + lpam_c + nadh_c,"1.8.1,1.8.1.4",,
PDX5POi,0.0,o2_c + pdx5p_c --> h2o2_c + pydx5p_c,1.4.3.5,1250.56988843596,0.0
PDXPP_num1,0.0,h2o_c + pdx5p_c --> pi_c + pydxn_c,3.1.3.74,241.5251830925695,0.0
PE120abcpp_num1,0.0,atp_c + h2o_c + pe120_c --> adp_c + h_c + pe120_p + pi_c,,1629.403561872611,0.0
PE140abcpp_num1,0.0,atp_c + h2o_c + pe140_c --> adp_c + h_c + pe140_p + pi_c,,671.7009738992778,0.0
PE141abcpp_num1,0.0,atp_c + h2o_c + pe141_c --> adp_c + h_c + pe141_p + pi_c,,844.9132190427198,0.0
PE160abcpp_num1,0.0,atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c,,1429.001022433396,0.0
PE161abcpp_num1,0.0,atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c,,610.2710497495686,0.0
PE180abcpp_num1,0.0,atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c,,1455.1842687922883,0.0
PE181abcpp_num1,0.0,atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c,,1184.2883737714403,0.0
PEALtabc,0.0,atp_c + h2o_c + pea_c --> adp_c + h_c + pea_e + pi_c,,6967.747922858993,0.0
PEALtex,0.0,pea_e --> pea_p,,,
PEAMNO,0.0,h2o_c + o2_c + peamn_c --> h2o2_c + nh4_c + pacald_c,"1.4.3.21,1.4.3.22,1.4.3.4,1.4.3.6",552.1871910989873,0.0
PEAMNOpp,0.0,h2o_p + o2_p + peamn_p --> h2o2_p + nh4_p + pacald_p,"1.4.3.21,1.4.3.22,1.4.3.4,1.4.3.6",577.605566527948,0.0
PEAMNtex,0.0,peamn_e --> peamn_p,,,
PEAOpp,0.0,h_p + pea_p + pqq_p --> pacald_p + pqqh2_p,,2083.6713586049395,0.0
PEAt,0.0,pea_c --> pea_e,,,
PEAtabcpp,0.0,atp_c + h2o_c + peamn_p --> adp_c + h_c + peamn_c + pi_c,,,
PENAM,0.0,h2o_p + peng_p --> 6apa_p + pac_p,3.5.1.11,,
PENGt1,0.0,peng_e --> peng_p,,,
PENTSOtex,0.0,pentso3_e --> pentso3_p,,,
PEPA,0.0,malt_c + pi_c --> h2o_c + malt6p_c,,,
PEPCK_re,0.0,gtp_c + oaa_c --> co2_c + gdp_c + pep_c,4.1.1.32,,
PERD_num1,0.0,4per_c + nad_c --> h_c + nadh_c + ohpb_c,1.1.1.290,1008.8173412742756,0.0
PFK_num1,0.0,atp_c + f6p_c --> adp_c + fdp_c + h_c,2.7.1.11,1381.0537122767037,0.0
PFK_2_num1,0.0,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c,"2.7.1.11,2.7.1.144,2.7.1.56",1056.172561714295,0.0
PFK_3,0.0,atp_c + s7p_c --> adp_c + h_c + s17bp_c,"2.7.1,2.7.1.11",623.8212206616595,0.0
PFK_4,0.0,atp_c + s7p_c --> adp_c + h_c + s17bp_c,,1397.1124763729445,0.0
PFL,0.0,coa_c + pyr_c --> accoa_c + for_c,2.3.1.54,846.4981578487434,0.0
PG120abcpp_num1,0.0,atp_c + h2o_c + pg120_c --> adp_c + h_c + pg120_p + pi_c,,1100.7033950103607,0.0
PG140abcpp_num1,0.0,atp_c + h2o_c + pg140_c --> adp_c + h_c + pg140_p + pi_c,,866.0612257172097,0.0
PG141abcpp_num1,0.0,atp_c + h2o_c + pg141_c --> adp_c + h_c + pg141_p + pi_c,,610.2710497495686,0.0
PG160abcpp_num1,0.0,atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c,,862.0330339696878,0.0
PG161abcpp_num1,0.0,atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c,,1555.889062480336,0.0
PG180abcpp_num1,0.0,atp_c + h2o_c + pg180_c --> adp_c + h_c + pg180_p + pi_c,,1545.818583111531,0.0
PG181abcpp_num1,0.0,atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c,,1430.0080703702763,0.0
PGAMT_num1,0.0,gam1p_c --> gam6p_c,5.4.2.10,,
PGCD_num1,0.0,3pg_c + nad_c --> 3php_c + h_c + nadh_c,1.1.1.95,686.9901245169615,0.0
PGCM,0.0,g1p_c --> g6p_A_c,"5.4.2.2,5.4.2.5",,
PGI_num1,0.0,g6p_c --> f6p_c,5.3.1.9,,
PGI1c_num1,0.0,g6p_A_c --> f6p_c,,,
PGK,0.0,3pg_c + atp_c --> 13dpg_c + adp_c,2.7.2.3,,
PGL_num1,0.0,6pgl_c + h2o_c --> 6pgc_c + h_c,3.1.1.31,814.879068848844,0.0
PGLCNDH,0.0,6p2dhglcn_c + nadph_c --> 6pgc_c + 2.0 h_c + nadp_c,1.1.1.43,,
PGLYCP_num1,0.0,2pglyc_c + h2o_c --> glyclt_c + pi_c,3.1.3.18,740.5387481151631,0.0
PGLYCP_1,0.0,2pglyc_c + h2o_c --> glyclt_c + pi_c,,52.16266008663389,0.0
PGM_num1,0.0,2pg_c --> 3pg_c,"5.4.2.1,5.4.2.11,5.4.2.12",,
PGMT_num1,0.0,g1p_c --> g6p_c,"5.4.2.2,5.4.2.5,5.4.2.8",,
PGMT_B_num1,0.0,g6p_B_c --> g1p_B_c,5.4.2.6,,
PGP120abcpp_num1,0.0,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c,,1710.9744447599292,0.0
PGP140abcpp_num1,0.0,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c,,1160.1192232863089,0.0
PGP141abcpp_num1,0.0,atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_p + pi_c,,1047.3298543556955,0.0
PGP160abcpp_num1,0.0,atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_p + pi_c,,572.0032281481106,0.0
